,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.46,0.5,0.38,0.34,0.38,0.8,0.47,0.45,0.5,0.42,0.38,0.4,0.47,0.44,0.33,0.39,0.42
dynalloy.csv,0.43,0.57,0.73,0.3,0.43,0.38,0.44,0.52,0.57,0.81,0.38,0.39,0.35,0.38,0.43,0.35,0.42
enzo.csv,0.39,0.39,0.35,0.29,0.4,0.48,0.4,0.48,0.38,0.38,0.32,0.41,0.36,0.38,0.42,0.36,0.36
hydrogen.csv,0.71,0.62,0.85,0.61,0.8,0.5,0.92,0.8,0.52,0.65,0.39,0.93,0.83,0.8,0.4,0.71,0.34
jcae.csv,0.71,0.61,0.93,0.89,0.0,0.67,0.92,0.67,0.86,0.81,0.94,0.92,0.7,0.87,0.76,0.85,0.57
kmatplot.csv,0.71,0.89,0.74,0.84,0.91,0.67,0.83,0.9,0.97,0.78,0.49,0.67,0.86,0.95,0.78,0.92,0.65
lphant.csv,0.51,0.47,0.46,0.3,0.48,0.57,0.49,0.67,0.39,0.51,0.38,0.43,0.48,0.4,0.33,0.35,0.33
natpad.csv,0.54,0.47,0.46,0.41,0.59,0.52,0.53,0.64,0.47,0.5,0.4,0.49,0.48,0.57,0.47,0.48,0.56
nosleepsoftware.csv,0.82,0.5,0.0,0.86,0.71,0.0,0.86,0.5,0.0,0.0,0.89,0.89,0.0,0.75,0.78,0.86,0.86
ossbuild.csv,0.95,0.55,0.73,0.92,0.67,0.81,0.6,0.7,0.96,0.69,0.78,0.86,0.38,0.47,0.59,0.87,0.72
quarkplayer.csv,0.62,0.95,0.91,0.7,0.66,0.75,0.88,0.88,0.95,0.9,0.5,0.75,0.88,0.75,0.62,0.93,0.65
quickfast.csv,0.45,0.51,0.44,0.3,0.46,0.73,0.66,0.71,0.42,0.58,0.36,0.44,0.38,0.36,0.54,0.38,0.44
rezilla.csv,0.41,0.44,0.4,0.3,0.4,0.68,0.45,0.5,0.37,0.42,0.32,0.44,0.4,0.35,0.43,0.33,0.43
rhex.csv,0.92,0.61,0.81,0.82,0.63,0.67,0.76,0.6,0.81,0.79,0.51,0.92,0.9,0.47,0.82,0.67,0.7
rocrail.csv,0.8,0.72,0.93,0.91,0.9,0.5,0.92,0.65,0.75,0.92,0.92,0.94,0.9,0.63,0.65,0.86,0.56
virtuoso.csv,0.56,0.37,0.41,0.32,0.42,0.4,0.47,0.54,0.42,0.39,0.79,0.43,0.38,0.42,0.43,0.64,0.43
yield.csv,0.48,0.42,0.4,0.35,0.51,0.71,0.52,0.59,0.4,0.46,0.35,0.52,0.35,0.36,0.49,0.36,0.39
