,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.67,0.59,0.5,0.78,0.62,0.21,0.54,0.62,0.09,0.55,0.55,0.6,0.55,1.0,0.82,0.64,0.6
dynalloy.csv,1.0,0.62,0.94,1.0,1.0,0.84,0.95,1.0,0.31,0.55,0.98,0.98,1.0,0.93,0.95,0.89,0.91
enzo.csv,1.0,0.97,0.9,0.89,0.75,0.58,0.87,0.88,0.75,0.64,0.83,0.98,0.86,0.91,1.0,0.81,0.79
hydrogen.csv,0.42,0.48,0.12,0.56,0.25,0.05,0.14,0.94,0.09,0.09,0.52,0.14,0.27,0.25,0.77,0.23,0.65
jcae.csv,0.33,0.38,0.17,1.0,0.0,0.11,0.21,0.56,0.03,0.27,0.07,0.13,0.32,0.25,0.36,0.23,0.4
kmatplot.csv,0.58,0.93,0.23,0.22,0.31,0.05,0.29,0.31,0.28,0.0,0.5,0.52,0.09,0.25,0.45,0.15,0.4
lphant.csv,0.58,0.83,0.48,1.0,0.81,0.42,0.65,0.75,0.81,0.64,0.88,0.53,1.0,0.75,0.95,0.72,0.74
natpad.csv,0.58,0.76,0.65,0.78,0.62,0.63,0.63,0.75,0.59,0.55,0.71,0.75,0.55,0.48,0.64,0.62,0.95
nosleepsoftware.csv,0.25,0.07,0.0,0.11,0.88,0.0,0.03,0.0,0.0,0.0,0.0,0.08,0.0,0.05,0.23,0.26,0.07
ossbuild.csv,0.25,0.72,0.35,0.56,0.06,0.16,0.56,0.75,0.75,0.82,0.43,0.2,0.68,0.68,0.59,0.23,0.47
quarkplayer.csv,0.58,0.24,0.17,0.33,0.88,0.05,0.27,0.31,0.03,0.91,0.48,0.43,0.32,0.32,0.55,0.26,0.33
quickfast.csv,0.75,0.66,0.38,1.0,0.62,0.21,0.44,0.56,1.0,0.36,0.74,0.99,0.82,0.98,0.27,1.0,0.95
rezilla.csv,0.75,0.69,0.96,1.0,0.88,1.0,0.7,0.69,0.53,0.82,0.86,0.87,0.77,0.89,0.82,0.79,0.86
rhex.csv,1.0,0.48,0.27,0.44,0.88,0.05,0.33,0.56,0.06,0.09,0.52,0.13,0.18,0.75,0.36,0.32,0.28
rocrail.csv,0.08,0.48,0.17,0.22,0.25,0.05,0.17,0.56,0.0,0.0,0.29,0.15,0.23,0.41,0.91,0.15,0.4
virtuoso.csv,0.5,1.0,0.92,0.89,1.0,0.89,0.94,1.0,1.0,1.0,0.9,0.99,0.91,0.86,1.0,0.45,1.0
yield.csv,0.83,0.86,0.65,0.89,0.25,0.42,0.95,1.0,0.44,0.82,0.88,0.55,0.91,0.89,0.77,0.74,0.72
