,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.23,0.33,0.35,0.11,0.38,0.8,0.69,0.32,0.03,0.08,0.3,0.98,0.63,0.98,0.38,0.83,0.65
dynalloy.csv,0.14,0.31,1.0,0.1,0.29,0.32,0.47,0.15,0.08,0.11,0.24,0.87,0.41,0.43,0.21,0.7,0.4
enzo.csv,0.16,0.23,0.38,0.1,0.24,0.41,0.56,0.22,0.12,0.05,0.26,0.97,0.4,0.45,0.22,0.64,0.45
hydrogen.csv,0.36,0.41,0.3,0.22,0.8,0.5,0.69,1.0,0.05,0.03,0.33,1.0,1.0,0.73,0.49,0.79,0.64
jcae.csv,0.29,0.33,0.6,1.0,0.0,0.67,1.0,0.6,0.14,0.12,0.17,1.0,0.7,0.73,0.47,0.85,0.74
kmatplot.csv,0.21,1.0,0.24,0.11,0.45,0.33,0.5,0.24,0.26,0.0,0.3,0.76,0.29,0.58,0.24,0.54,0.4
lphant.csv,0.17,0.41,0.35,0.14,0.39,0.35,0.67,0.22,0.15,0.08,0.26,0.9,0.96,0.62,0.33,0.65,0.55
natpad.csv,0.17,0.22,0.31,0.16,0.31,0.39,0.56,0.2,0.14,0.08,0.26,0.78,0.52,0.57,0.27,0.52,1.0
nosleepsoftware.csv,0.14,1.0,0.0,0.14,1.0,0.0,0.29,0.0,0.0,0.0,0.0,0.89,0.0,0.5,0.16,0.86,0.43
ossbuild.csv,0.16,0.26,0.55,0.38,0.33,0.14,0.64,0.18,0.89,0.12,0.45,0.91,0.52,0.51,0.41,0.73,0.51
quarkplayer.csv,0.13,0.33,0.26,0.13,0.44,0.25,0.35,0.2,0.05,1.0,0.29,0.83,0.44,0.39,0.21,0.86,0.25
quickfast.csv,0.16,0.21,0.31,0.13,0.36,0.36,0.64,0.24,0.13,0.05,0.28,0.81,0.38,0.51,0.11,1.0,0.39
rezilla.csv,0.12,0.19,0.36,0.1,0.26,1.0,0.53,0.16,0.08,0.06,0.28,0.79,0.4,0.51,0.2,0.64,0.42
rhex.csv,1.0,0.39,0.45,0.18,0.4,0.33,0.43,0.45,0.05,0.03,0.4,1.0,0.4,0.47,0.47,0.71,0.4
rocrail.csv,0.2,0.48,0.6,0.18,0.4,0.5,0.92,0.53,0.0,0.0,0.46,0.94,0.5,0.6,1.0,1.0,0.68
virtuoso.csv,0.15,0.2,0.36,0.1,0.26,0.38,0.49,0.18,0.13,0.07,0.97,0.8,0.4,0.43,0.24,0.58,0.4
yield.csv,0.18,0.22,0.39,0.16,0.11,0.47,1.0,0.16,0.08,0.08,0.3,0.92,0.47,0.58,0.3,0.74,0.46
