,ivatamasks.csv,mule.csv,adonthell.csv,libopenmetaverse.csv,decidr.csv,exist.csv,elynx.csv,runuomondains.csv
adonthell.csv,0.57,0.61,0.61,0.41,0.45,0.44,0.09,0.21
decidr.csv,0.75,0.66,0.56,0.42,0.73,0.68,0.0,0.13
exist.csv,0.45,0.59,0.54,0.47,0.69,0.78,0.13,0.27
ivatamasks.csv,0.72,0.71,0.58,0.69,0.7,0.59,0.67,0.51
libopenmetaverse.csv,0.0,0.0,0.09,0.62,0.0,0.48,0.0,0.29
mule.csv,0.47,0.69,0.23,0.4,0.25,0.63,0.89,0.39
runuomondains.csv,0.24,0.49,0.16,0.4,0.53,0.5,0.0,0.77
