,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,ivataopenportal.csv,elynx.csv,cascading.csv,aten.csv,xcmetadataservicestoolkit.csv,lite.csv,codepurge.csv,olex2.csv,stajistics.csv,jfreechart.csv,elvishrayrenderer.csv,uwom.csv,gisgraphy.csv
cascading.csv,0.73,0.15,0.62,0.2,0.45,0.0,0.99,0.66,0.57,0.53,0.62,0.68,0.67,0.0,0.44,0.8,0.05
codepurge.csv,0.27,0.15,0.33,0.09,0.15,0.0,0.09,0.36,0.3,0.6,0.96,0.3,0.07,1.0,0.47,0.32,0.09
crisscross.csv,0.15,0.23,0.95,0.21,0.08,0.0,0.16,0.38,0.18,0.2,0.25,0.23,0.17,0.0,0.21,0.35,0.45
elvishrayrenderer.csv,0.9,0.0,0.43,0.56,0.61,1.0,0.44,0.56,0.65,0.73,0.29,0.65,0.67,1.0,0.94,0.71,0.59
gisgraphy.csv,0.2,0.08,0.1,0.34,0.19,0.0,0.19,0.3,0.18,0.27,0.0,0.1,0.43,0.0,0.35,0.37,1.0
ivataopenportal.csv,0.65,0.92,0.71,0.71,0.97,0.0,0.48,0.49,0.6,0.87,0.58,0.58,0.67,1.0,0.5,0.79,0.55
lite.csv,0.13,0.85,0.0,0.09,0.08,0.0,0.15,0.41,0.18,0.93,0.04,0.08,0.07,0.0,0.12,0.16,0.09
mb-unit.csv,0.88,0.31,0.86,0.99,0.8,1.0,0.95,0.87,0.7,0.47,0.67,0.68,0.73,1.0,0.79,0.76,0.55
nova.csv,0.67,1.0,0.67,0.48,0.36,1.0,0.49,0.76,0.78,0.73,0.54,0.75,0.57,1.0,0.53,0.75,0.59
olex2.csv,0.49,0.38,0.38,0.24,0.31,0.0,0.25,0.47,0.32,0.33,0.29,1.0,0.17,1.0,0.47,0.52,0.32
openwbem.csv,0.91,0.31,0.62,0.85,0.66,1.0,0.85,0.38,0.6,0.6,0.54,0.47,0.97,1.0,0.38,0.59,0.77
stajistics.csv,0.23,0.31,0.24,0.24,0.24,1.0,0.21,0.24,0.42,0.6,0.38,0.13,1.0,0.0,0.38,0.16,0.36
uwom.csv,0.39,0.92,0.05,0.26,0.29,0.0,0.21,0.33,0.7,0.27,0.04,0.27,0.57,1.0,0.26,0.95,0.36
xcmetadataservicestoolkit.csv,0.51,0.0,1.0,0.6,0.69,0.0,0.55,0.29,1.0,0.47,0.46,0.33,0.47,1.0,0.56,0.49,0.41
