,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.79,0.81,0.84,0.71,0.03,0.76,1.02
encog-java.csv,0.11,0.96,0.73,0.95,0.87,0.76,0.93
h2database.csv,0.59,0.04,0.91,0.69,0.94,0.91,0.85
haphazard.csv,0.93,0.87,0.79,0.81,0.94,0.08,0.79
jaql.csv,0.43,0.55,0.81,0.03,0.61,0.84,0.45
raven-monitoring.csv,0.74,0.77,0.06,0.7,0.88,0.73,0.66
v8.csv,0.57,0.55,0.64,0.51,0.91,0.79,0.23
