,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.84,0.72,0.63,0.81,0.97,0.69,0.81
encog-java.csv,0.89,0.04,0.77,0.05,0.17,0.69,0.07
h2database.csv,0.91,0.96,0.11,0.33,0.06,0.15,0.19
haphazard.csv,0.07,0.13,0.23,0.33,0.07,0.92,0.21
jaql.csv,0.7,0.55,0.26,0.97,0.85,0.31,0.58
raven-monitoring.csv,0.48,0.38,0.94,0.48,0.34,0.62,0.52
v8.csv,0.61,0.58,0.4,0.52,0.92,0.38,1.0
