,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.0,1.0,0.17,0.05,0.22,0.0,0.88,0.43,0.38,0.0,0.61,0.92,0.0,0.57
calcubetimer.csv,0.39,0.22,0.34,0.19,0.23,0.09,1.0,0.54,0.28,0.07,0.64,0.89,0.68,0.66
chaosrts.csv,0.38,0.2,0.34,0.15,0.27,0.1,0.95,0.56,0.33,0.06,0.6,1.0,0.39,0.66
chaperon.csv,0.23,0.0,0.38,0.0,0.29,1.0,0.93,0.0,0.0,0.06,0.75,0.81,0.4,0.62
dxengine.csv,0.56,0.11,1.0,0.38,0.45,0.4,0.92,0.56,0.55,0.11,0.45,0.87,0.85,0.75
emono.csv,0.53,0.36,0.23,0.11,0.19,0.11,1.0,0.73,0.33,0.08,0.56,0.87,0.4,0.99
factor.csv,0.0,0.0,0.0,0.38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
jas.csv,0.22,0.2,1.0,0.29,0.4,0.33,1.0,0.38,0.62,1.0,0.5,0.0,0.33,0.72
jmoney.csv,1.0,0.43,0.6,0.25,0.0,0.0,1.0,0.84,0.33,0.0,1.0,0.9,0.5,0.57
jmonkeyengine.csv,0.4,0.07,0.36,0.3,1.0,0.0,1.0,0.7,0.42,0.02,0.5,0.89,0.81,0.81
matrex.csv,0.5,0.18,0.25,0.1,0.45,0.2,1.0,1.0,0.2,0.0,0.0,0.88,0.57,0.71
primefaces.csv,0.36,0.18,0.35,0.19,0.3,0.06,0.92,0.52,0.3,0.08,0.98,0.92,0.5,0.63
roolo.csv,0.67,0.22,1.0,0.22,0.38,0.12,0.86,0.69,1.0,0.03,0.55,0.89,0.58,0.0
sblim.csv,0.2,0.0,0.5,1.0,0.67,0.0,1.0,0.25,0.0,0.0,0.5,0.88,0.77,0.33
