,jmoney.csv,array4j.csv,dxengine.csv,sblim.csv,jmonkeyengine.csv,chaperon.csv,calcubetimer.csv,matrex.csv,roolo.csv,jas.csv,primefaces.csv,chaosrts.csv,factor.csv,emono.csv
array4j.csv,0.67,0.93,0.83,0.95,0.89,0.92,0.88,0.77,0.88,0.91,0.48,0.92,0.67,0.86
calcubetimer.csv,0.29,0.35,0.4,0.42,0.3,0.44,0.43,0.32,0.38,0.4,0.3,0.39,0.39,0.43
chaosrts.csv,0.31,0.37,0.42,0.5,0.33,0.37,0.41,0.32,0.4,0.41,0.33,0.4,0.52,0.44
chaperon.csv,0.85,0.0,0.92,0.0,0.62,0.75,0.93,0.0,0.86,0.89,0.75,0.94,0.8,0.94
dxengine.csv,0.89,0.89,0.56,0.76,0.91,0.8,0.83,0.94,0.86,0.93,0.85,0.63,0.92,0.78
emono.csv,0.58,0.91,0.82,0.94,0.44,0.89,0.69,0.93,0.61,0.92,0.52,0.75,0.8,0.53
factor.csv,0.0,0.0,0.0,0.88,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.67,0.53,0.75
jas.csv,0.89,0.8,0.0,0.76,0.8,0.67,0.93,0.92,0.88,0.88,0.88,0.0,0.83,0.97
jmoney.csv,0.53,0.86,0.8,0.88,0.89,0.75,0.64,0.8,0.83,0.8,0.0,0.65,0.88,0.86
jmonkeyengine.csv,0.8,0.66,0.93,0.78,0.76,0.67,0.89,0.96,0.62,0.81,0.83,0.84,0.76,0.94
matrex.csv,0.46,0.91,0.94,0.9,0.91,0.8,0.88,0.46,0.8,0.9,0.75,0.57,0.86,0.86
primefaces.csv,0.36,0.4,0.41,0.57,0.42,0.44,0.58,0.36,0.48,0.44,0.42,0.56,0.55,0.47
roolo.csv,0.89,0.89,0.0,0.89,0.88,0.88,0.93,0.94,0.83,0.97,0.68,0.95,0.83,0.0
sblim.csv,0.8,0.75,0.5,0.77,0.67,0.5,0.0,0.95,0.83,0.83,0.88,0.88,0.61,0.67
