,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.63,0.86,0.0,0.95,0.78,0.86,0.84,0.86,0.77,0.75,0.83,0.87,0.89,0.65
dvt.csv,0.4,0.45,0.42,0.96,0.52,0.62,0.56,0.75,0.63,0.41,0.46,0.54,0.9,0.54
flylinkdc.csv,0.58,0.48,0.28,0.58,0.49,0.55,0.59,0.39,0.67,0.52,0.38,0.46,0.41,0.47
fulguro.csv,0.96,0.42,0.42,0.69,0.54,0.78,0.69,0.34,0.71,0.58,0.61,0.82,0.45,0.72
gnome-jabber.csv,0.37,0.4,0.55,0.58,0.41,0.41,0.52,0.33,0.55,0.38,0.46,0.54,0.4,0.45
ipfire-wall.csv,0.66,0.46,0.42,0.67,0.6,0.58,0.75,0.42,0.76,0.46,0.75,0.6,0.81,0.46
jruby.csv,0.37,0.44,0.26,0.53,0.79,0.59,0.83,0.45,0.83,0.83,0.52,0.59,0.38,0.0
ldview.csv,0.36,0.38,0.26,0.58,0.42,0.51,0.55,0.45,0.9,0.35,0.48,0.48,0.4,0.46
maidsafe-dht.csv,0.94,0.54,0.43,0.63,0.6,0.4,0.6,0.33,0.6,0.39,0.37,0.48,0.56,0.91
nuttx.csv,0.63,0.94,0.96,0.7,0.89,0.84,0.45,0.94,0.86,0.57,0.59,0.68,0.57,0.9
oorexx.csv,0.42,0.89,0.93,0.88,0.46,0.94,0.43,0.0,0.0,0.46,0.83,0.93,0.39,0.47
red5.csv,0.41,0.36,0.45,0.84,0.37,0.53,0.5,0.45,0.48,0.42,0.53,0.47,0.4,0.41
vdsf.csv,0.46,0.44,0.99,0.69,0.45,0.68,0.67,0.35,0.6,0.41,0.54,0.5,0.42,0.54
xbrlapi.csv,0.94,0.44,0.0,0.0,0.85,0.74,0.75,0.45,0.8,0.62,0.0,0.0,0.46,0.52
