,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.32,0.69,0.44,0.19
columba.csv,0.73,0.2,0.62,0.61
decidr.csv,0.66,0.4,0.77,0.53
jajuk.csv,0.79,0.42,0.71,0.45
