,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,0.29,0.62,0.43,0.16
columba.csv,0.7,0.16,0.71,0.55
decidr.csv,0.64,0.26,0.81,0.38
jajuk.csv,0.79,0.3,0.57,0.3
