,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,3.0,2.0,0.0,4.0
columba.csv,1.0,8.0,0.0,0.0
decidr.csv,3.0,9.0,1.0,4.0
jajuk.csv,0.0,2.0,0.0,3.0
