,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv,chrysalis.csv
benojt.csv,0.85,1.0,1.0,0.01,0.97,0.96,0.98
chrysalis.csv,0.5,0.48,0.76,0.29,0.29,0.57,0.31
jahshaka.csv,0.55,0.32,0.83,0.74,0.63,0.84,0.58
jam-daq.csv,0.6,0.82,0.68,0.52,0.43,0.43,0.86
jatlas.csv,0.82,0.64,0.79,0.57,0.16,0.58,0.71
jedit.csv,0.34,0.66,0.61,1.0,0.82,0.98,0.75
open-media-library.csv,0.72,0.57,0.43,1.03,0.29,0.55,1.0
