,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.0,0.0,1.0,5.0,7.0,0.0,1.0,0.0,2.0,15.0,0.0,1.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0
elvishrayrenderer.csv,5.0,1.0,0.0,3.0,6.0,4.0,0.0,5.0,2.0,22.0,0.0,2.0,1.0,2.0,1.0,0.0,7.0,2.0,0.0
graphmak.csv,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
jmol.csv,2.0,0.0,1.0,5.0,11.0,3.0,2.0,0.0,2.0,22.0,0.0,0.0,6.0,4.0,1.0,0.0,2.0,0.0,1.0
mesa3d.csv,22.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,15.0,0.0,4.0,7.0,6.0,2.0,0.0,0.0,12.0,2.0
minig.csv,0.0,0.0,0.0,0.0,14.0,5.0,2.0,3.0,5.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
moving-pictures.csv,7.0,0.0,0.0,2.0,8.0,9.0,0.0,0.0,1.0,68.0,0.0,0.0,1.0,0.0,0.0,0.0,322.0,0.0,0.0
ngl.csv,0.0,0.0,0.0,4.0,20.0,3.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
nunit.csv,0.0,0.0,0.0,3.0,14.0,6.0,0.0,0.0,3.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
octave.csv,8.0,0.0,0.0,9.0,1.0,3.0,0.0,8.0,1.0,14.0,1.0,13.0,4.0,27.0,0.0,2.0,0.0,2.0,1.0
opengs.csv,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0
owlib.csv,8.0,0.0,0.0,3.0,10.0,5.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,10.0,0.0
prelude.csv,0.0,0.0,1.0,5.0,13.0,3.0,0.0,0.0,1.0,22.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
tokratan.csv,0.0,0.0,0.0,5.0,5.0,2.0,2.0,2.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,7.0,1.0,0.0
xfce.csv,0.0,0.0,0.0,10.0,7.0,1.0,0.0,0.0,1.0,23.0,0.0,14.0,3.0,6.0,0.0,0.0,29.0,2.0,3.0
xharbour.csv,0.0,0.0,0.0,3.0,4.0,3.0,2.0,10.0,2.0,14.0,1.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
zabbix.csv,3.0,0.0,0.0,3.0,7.0,18.0,0.0,0.0,2.0,37.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
zengine.csv,6.0,0.0,3.0,6.0,14.0,22.0,0.0,0.0,1.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zildo.csv,0.0,0.0,1.0,4.0,3.0,4.0,0.0,2.0,4.0,5.0,0.0,4.0,5.0,2.0,0.0,4.0,1.0,10.0,1.0
