,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.52,0.37,0.17,0.55,0.29,0.67,0.34,0.64,0.61,0.17,0.61,0.5,0.63,0.44,0.67,0.71,0.28,0.37,0.59
elvishrayrenderer.csv,0.27,0.67,0.88,0.47,0.25,0.35,0.17,0.7,0.58,0.16,0.62,0.49,0.49,0.08,0.78,0.31,0.35,0.46,0.75
graphmak.csv,0.5,0.13,0.17,0.72,0.25,0.4,0.57,0.54,0.6,0.21,0.64,0.47,0.64,0.55,0.12,0.68,0.07,0.23,0.61
jmol.csv,0.58,0.9,0.85,0.49,0.36,0.35,0.89,0.64,0.52,0.2,0.76,0.48,0.53,0.7,0.81,0.63,0.35,0.33,0.76
mesa3d.csv,0.36,0.73,0.49,0.29,0.37,0.2,0.59,0.56,0.33,0.25,0.76,0.49,0.41,0.26,0.8,0.67,0.43,0.42,0.67
minig.csv,0.42,0.46,0.88,0.32,0.18,0.4,0.72,0.37,0.29,0.22,0.88,0.64,0.6,0.45,0.47,0.54,0.21,0.46,0.63
moving-pictures.csv,0.48,0.83,0.09,0.52,0.33,0.32,0.45,0.55,0.63,0.17,0.49,0.41,0.63,0.45,0.16,0.63,0.0,0.34,0.55
ngl.csv,0.51,0.84,0.87,0.53,0.31,0.32,0.75,0.63,0.65,0.21,0.86,0.54,0.62,0.54,0.24,0.66,0.16,0.36,0.66
nunit.csv,0.53,0.82,0.9,0.47,0.3,0.41,0.7,0.66,0.6,0.19,0.8,0.5,0.54,0.44,0.19,0.52,0.24,0.49,0.42
octave.csv,0.49,0.47,0.25,0.21,0.49,0.11,0.61,0.26,0.59,0.18,0.65,0.43,0.47,0.08,0.54,0.44,0.26,0.27,0.5
opengs.csv,0.37,0.77,0.09,0.46,0.17,0.23,0.63,0.45,0.69,0.25,0.25,0.38,0.42,0.46,0.66,0.36,0.33,0.24,0.68
owlib.csv,0.65,0.8,0.65,0.56,0.38,0.46,0.58,0.67,0.49,0.33,0.78,0.66,0.64,0.49,0.67,0.59,0.41,0.37,0.74
prelude.csv,0.57,0.89,0.84,0.52,0.32,0.36,0.79,0.66,0.62,0.19,0.89,0.57,0.64,0.47,0.79,0.66,0.41,0.34,0.76
tokratan.csv,0.46,0.91,0.21,0.45,0.16,0.46,0.83,0.65,0.53,0.24,0.6,0.29,0.43,0.64,0.71,0.53,0.36,0.27,0.56
xfce.csv,0.53,0.74,0.57,0.53,0.29,0.39,0.53,0.64,0.62,0.22,0.67,0.45,0.58,0.48,0.73,0.65,0.34,0.46,0.51
xharbour.csv,0.57,0.86,0.58,0.55,0.3,0.34,0.85,0.64,0.58,0.19,0.9,0.51,0.58,0.5,0.77,0.67,0.33,0.32,0.68
zabbix.csv,0.51,0.75,0.38,0.47,0.19,0.26,0.66,0.51,0.53,0.21,0.39,0.48,0.3,0.6,0.65,0.68,0.31,0.29,0.75
zengine.csv,0.56,0.93,0.84,0.51,0.3,0.31,0.93,0.69,0.57,0.19,0.87,0.53,0.64,0.6,0.75,0.69,0.39,0.34,0.79
zildo.csv,0.58,0.88,0.74,0.5,0.34,0.43,0.69,0.71,0.1,0.33,0.66,0.41,0.37,0.57,0.68,0.51,0.35,0.26,0.73
