,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.6,0.37,0.34,0.41,0.54,0.05,0.65,0.78,0.26,0.38,0.12,0.38,0.33,0.56,0.54,0.17,0.26,0.36
arsenal-1.csv,0.13,0.39,0.12,0.16,0.06,0.7,0.05,0.06,0.07,0.37,0.12,0.12,0.47,0.15,0.15,0.59,0.06,0.09
atomsite.csv,0.8,0.35,0.0,0.13,0.61,0.51,0.61,0.6,0.21,0.24,0.0,0.62,0.64,0.7,0.61,0.05,0.84,0.58
barracudamvc.csv,0.19,0.78,0.48,0.45,0.09,0.35,0.0,0.13,0.0,0.0,0.39,0.09,0.6,0.09,0.09,0.4,0.0,0.27
bionote.csv,0.75,0.62,0.24,0.47,0.21,0.52,0.38,0.21,0.05,0.55,0.35,0.51,0.43,0.41,0.96,0.41,0.15,0.36
bulmages.csv,0.0,0.46,0.0,0.05,0.11,0.0,0.02,0.06,0.0,0.0,0.0,0.74,0.01,0.63,0.0,0.55,0.06,0.3
fm-classic.csv,0.01,0.19,0.44,0.25,0.0,0.23,0.28,0.17,0.0,0.98,0.24,0.17,0.24,0.05,0.43,0.46,0.09,0.12
hazelcast.csv,0.66,0.2,0.64,0.24,0.61,0.65,0.96,0.6,0.55,0.36,0.55,0.59,0.58,0.74,0.68,0.65,0.87,0.54
jppf-project.csv,0.45,0.43,0.47,0.49,0.3,0.13,0.32,0.29,0.18,0.9,0.46,0.46,0.76,0.33,0.4,0.62,0.17,0.41
megasquirtavr.csv,0.0,0.45,0.59,0.13,0.42,0.24,0.0,0.49,0.31,0.33,0.38,0.61,0.52,0.54,0.4,0.54,0.51,0.58
mevenide.csv,0.44,0.46,0.45,0.41,0.11,0.22,0.05,0.17,0.0,0.8,0.0,0.12,0.38,0.15,0.29,0.74,0.11,0.12
mumble.csv,0.69,0.61,0.29,0.33,0.56,0.45,0.64,0.17,0.54,0.0,0.72,0.62,0.54,0.8,0.4,0.27,0.56,0.36
mycila.csv,0.55,0.34,0.35,0.3,0.27,0.43,0.4,0.06,0.56,0.0,0.8,0.45,0.11,0.38,0.14,0.12,0.69,0.52
opengs.csv,0.72,0.53,0.35,0.2,0.65,0.54,0.26,0.69,0.74,0.56,0.35,0.62,0.1,0.68,0.6,0.12,0.0,0.52
openintents.csv,0.41,0.36,0.18,0.66,0.34,0.46,0.57,0.64,0.46,0.62,0.12,0.27,0.52,0.3,0.39,0.56,0.0,0.35
tweetsharp.csv,0.22,0.38,0.17,0.45,0.44,0.57,0.26,0.54,0.36,0.38,0.55,0.47,0.12,0.64,0.41,0.27,0.0,0.75
xharbour.csv,0.8,0.0,0.7,0.52,0.65,0.0,0.67,0.65,0.05,0.66,0.35,0.59,0.42,0.59,0.78,0.45,0.0,0.63
