,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.16,0.67,0.47,0.86,0.35,0.63,0.58
amateur-scrolls.csv,0.1,1.0,0.39,0.0,0.52,0.0,0.62
arcallians.csv,0.16,0.74,0.39,0.87,0.36,0.73,0.59
gebr.csv,0.13,0.52,0.28,0.93,0.31,0.62,0.58
jfreereport.csv,0.26,0.8,0.67,1.0,0.5,0.92,0.9
kml.csv,0.13,0.52,0.28,0.98,0.33,0.77,0.55
multitude.csv,0.17,0.77,0.3,0.86,0.41,0.52,0.72
