,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.26,0.69,0.55,0.62,0.51,0.65,0.58
amateur-scrolls.csv,0.16,0.13,0.45,0.0,0.58,0.0,0.41
arcallians.csv,0.26,0.74,0.52,0.63,0.53,0.74,0.61
gebr.csv,0.24,0.69,0.43,0.77,0.47,0.69,0.73
jfreereport.csv,0.32,0.3,0.31,0.25,0.57,0.46,0.24
kml.csv,0.24,0.69,0.43,0.72,0.49,0.76,0.69
multitude.csv,0.27,0.57,0.44,0.83,0.58,0.63,0.7
