,f1,g,recall,precision,pf,wins
bacnet.csv,0.46,0.53,0.52,0.57,0.26,9
bibletime.csv,0.54,0.5,0.86,0.45,0.69,6
boost.csv,0.52,0.53,0.56,0.57,0.34,10
doomlegacy.csv,0.45,0.45,0.43,0.62,0.21,7
gpac.csv,0.44,0.43,0.46,0.46,0.38,3
kftpgrabber.csv,0.27,0.25,0.21,0.63,0.07,2
nativeclient.csv,0.63,0.67,0.68,0.56,0.38,14
netatalk.csv,0.53,0.58,0.64,0.48,0.57,5
open-ms.csv,0.38,0.41,0.36,0.5,0.21,4
openmsx.csv,0.37,0.37,0.54,0.43,0.45,1
rosegarden.csv,0.56,0.63,0.7,0.58,0.39,13
rsyslog.csv,0.5,0.56,0.58,0.5,0.33,8
sandiaportals.csv,0.51,0.62,0.67,0.51,0.43,11
xmoto.csv,0.46,0.51,0.62,0.65,0.29,12
xqilla.csv,0.32,0.29,0.25,0.41,0.24,0
