,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.36,0.62,0.59,0.57,0.44,0.43,0.38,0.35,0.8,0.04,0.92,0.29,0.64,0.86,0.73
bibletime.csv,0.42,0.56,0.54,0.35,0.45,0.44,0.27,0.41,0.76,0.03,0.92,0.22,0.49,0.79,0.61
boost.csv,0.43,0.65,0.57,0.34,0.55,0.43,0.38,0.57,0.88,0.03,0.9,0.25,0.64,1.0,0.72
doomlegacy.csv,0.37,1.0,0.71,0.44,0.62,0.47,0.62,0.46,0.83,0.03,0.92,0.25,0.61,1.0,0.71
gpac.csv,0.38,0.59,0.68,0.27,0.4,0.35,0.0,0.46,0.74,0.04,0.82,0.3,0.47,0.75,0.66
kftpgrabber.csv,0.63,1.0,0.62,0.86,0.51,0.63,0.75,0.61,0.92,0.06,0.88,0.36,0.8,0.0,0.85
nativeclient.csv,0.45,0.64,0.65,0.34,0.47,0.61,0.38,0.49,0.88,0.03,0.9,0.25,0.56,0.9,0.78
netatalk.csv,0.34,0.75,0.53,0.43,0.48,0.33,0.45,0.4,0.79,0.03,0.86,0.21,0.49,0.76,0.64
open-ms.csv,0.5,1.0,0.4,0.5,0.47,0.5,0.5,0.35,0.8,0.04,0.9,0.24,0.5,0.84,0.79
openmsx.csv,0.43,0.49,0.0,0.16,0.4,0.33,0.29,0.59,0.84,0.03,0.82,0.0,0.44,0.76,0.63
rosegarden.csv,0.58,0.8,0.62,0.37,0.47,0.47,0.37,0.43,0.79,0.03,0.93,0.24,0.63,0.85,0.67
rsyslog.csv,0.48,0.78,0.52,0.42,0.4,0.5,0.36,0.43,0.8,0.03,0.87,0.26,0.51,0.8,0.74
sandiaportals.csv,0.37,0.61,0.57,0.37,0.51,0.37,0.33,0.48,0.85,0.06,0.88,0.26,0.57,0.91,0.79
xmoto.csv,0.35,0.7,0.65,0.75,0.4,0.5,0.28,0.51,0.87,0.05,0.88,0.27,0.69,0.73,0.81
xqilla.csv,0.31,1.0,0.56,0.53,0.41,0.35,0.36,0.19,0.75,0.33,0.82,0.17,0.4,0.61,0.48
