,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.61,0.31,0.73,0.61,0.52,0.9,0.43,0.45,0.2,0.67,0.55,0.4,0.39,0.6,0.2
bibletime.csv,0.73,0.96,0.98,0.92,0.5,0.9,0.86,0.43,0.7,1.0,0.7,0.9,0.61,0.77,0.93
boost.csv,0.69,0.5,0.79,0.45,0.68,0.83,0.57,0.35,0.35,1.0,0.68,0.56,0.44,0.42,0.38
doomlegacy.csv,0.81,0.31,0.18,0.11,0.3,0.77,0.36,0.42,0.78,1.0,0.53,0.6,0.69,0.43,0.14
gpac.csv,0.17,0.38,0.7,0.45,0.76,0.83,0.0,0.43,0.18,1.0,0.47,0.46,0.97,1.0,0.2
kftpgrabber.csv,0.21,0.08,0.14,0.16,0.26,0.9,0.21,0.17,0.15,0.33,0.7,0.25,0.33,0.0,0.07
nativeclient.csv,0.72,0.81,0.61,0.71,0.56,0.67,0.71,0.29,0.56,0.67,0.68,0.81,0.75,0.68,0.69
netatalk.csv,0.75,0.58,0.62,0.58,0.4,0.6,0.64,0.62,0.79,1.0,0.74,0.79,0.64,0.79,0.58
open-ms.csv,0.59,0.23,0.11,0.24,0.29,0.57,0.36,0.17,0.82,0.67,0.29,0.44,0.58,0.49,0.21
openmsx.csv,0.1,0.69,0.0,0.18,0.03,0.9,0.5,0.68,0.54,0.67,0.74,0.0,0.92,0.98,0.24
rosegarden.csv,0.7,0.62,0.5,0.82,0.59,0.7,0.79,0.38,0.88,1.0,0.61,0.84,0.61,0.66,0.71
rsyslog.csv,0.58,0.69,0.23,0.13,0.46,0.5,0.64,0.25,0.6,1.0,0.61,0.6,0.56,0.45,0.62
sandiaportals.csv,0.73,0.65,0.8,0.66,0.51,0.83,0.79,0.46,0.28,0.67,0.79,0.58,0.67,0.77,0.49
xmoto.csv,0.69,0.62,0.36,0.08,0.89,0.6,0.93,0.32,0.25,0.67,0.67,0.52,0.75,0.92,0.27
xqilla.csv,0.48,0.04,0.25,0.26,0.06,0.3,0.36,0.05,0.48,1.0,0.21,0.31,0.22,0.21,0.17
