,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.0,0.45,0.0,0.1,1.0,0.05,0.25,0.87,0.16,0.03,0.32,0.04,0.07,0.52,0.32,0.27,0.41,0.1,0.29,0.44
blogentis.csv,0.02,0.41,0.01,0.12,0.77,0.06,0.49,0.87,0.0,0.03,0.41,0.09,0.04,0.92,0.32,0.21,0.18,0.07,0.33,0.33
carabiner.csv,0.03,0.36,0.01,0.11,1.0,0.11,0.32,0.83,0.08,0.03,0.34,0.09,0.06,0.86,0.34,0.26,0.18,0.07,0.42,0.67
continuum-ide.csv,0.0,0.36,0.01,0.11,0.53,0.18,0.5,0.8,0.0,0.17,0.38,0.14,0.04,0.67,0.61,0.22,0.17,0.06,0.0,0.33
emulemorph.csv,0.0,0.54,0.08,0.16,1.0,0.0,0.39,0.0,0.33,0.0,0.5,0.0,0.13,0.85,0.67,0.0,0.14,0.12,1.0,0.06
gtad.csv,0.12,0.45,0.01,0.25,1.0,0.17,0.32,1.0,0.11,0.04,0.62,0.25,0.1,1.0,0.32,0.38,0.22,0.13,1.0,0.5
htmlunit.csv,0.06,0.36,0.01,0.14,1.0,0.12,0.28,1.0,0.15,0.02,0.53,0.24,0.07,0.89,0.34,0.27,0.18,0.11,0.86,0.37
jaxen.csv,0.03,0.33,0.01,0.14,0.8,0.08,0.27,0.81,0.24,0.0,0.38,0.38,0.04,0.62,0.27,0.24,0.16,0.07,0.68,0.27
jsr308-langtools.csv,0.04,0.36,0.0,0.0,0.82,0.06,0.26,0.84,0.12,0.02,0.0,0.06,0.0,0.93,0.32,0.22,0.16,0.08,0.38,0.3
jvcl.csv,0.2,0.67,0.0,0.23,1.0,0.2,0.31,1.0,0.18,0.0,0.6,0.09,0.1,0.5,0.36,0.4,0.33,0.0,0.93,0.27
kaffeine.csv,0.03,0.4,0.01,0.1,0.98,0.1,0.3,0.84,0.02,0.03,0.41,0.08,0.05,0.6,0.33,0.31,0.2,0.07,0.4,0.36
m-m-m.csv,0.04,0.36,0.02,0.08,0.83,0.08,0.22,0.95,0.05,0.02,0.26,0.06,0.02,0.53,0.31,0.24,0.15,0.04,0.33,0.31
motu.csv,0.03,0.37,0.01,0.1,0.83,0.05,0.24,0.83,0.08,0.0,0.32,0.06,0.07,0.59,0.34,0.4,0.18,0.09,0.38,0.37
nh3d.csv,0.03,0.38,0.67,0.0,0.82,0.06,0.26,0.84,0.11,0.02,0.52,0.06,0.0,0.58,0.3,0.22,0.16,0.08,0.4,0.3
sarasvati.csv,0.06,0.43,0.01,0.06,1.0,0.15,0.24,0.82,0.0,0.05,0.36,0.06,0.0,0.76,0.34,0.27,0.25,0.09,0.34,0.41
stemkit.csv,0.0,0.42,0.0,0.14,0.81,0.0,0.35,0.83,0.16,0.0,0.46,0.0,0.1,0.93,0.5,0.08,0.09,0.22,0.48,0.16
taokgame.csv,0.05,0.5,0.0,0.1,1.0,0.03,0.29,1.0,0.56,0.0,0.33,0.06,0.09,0.58,0.27,0.0,0.11,0.07,0.49,0.35
wgs-assembler.csv,0.07,0.49,0.02,0.06,1.0,0.1,0.27,1.0,0.11,0.02,0.45,0.17,0.05,0.85,0.23,0.29,0.16,0.08,0.26,0.42
zabbix.csv,0.04,0.37,0.0,0.14,1.0,0.06,0.24,0.9,0.08,0.0,0.38,0.06,0.05,0.73,0.33,0.19,0.12,0.13,0.64,0.15
