,recall,precision,pf,pci_20,ifa,wins
acdk.csv,0.35,0.65,0.14,0.62,1.0,16
amygdala.csv,0.52,0.49,0.4,0.46,2.0,4
awemud.csv,0.58,0.55,0.28,0.43,0.0,13
bullet.csv,0.41,0.58,0.39,0.65,3.0,8
customwars.csv,0.45,0.67,0.2,0.44,1.0,14
dvd-create.csv,0.69,0.53,0.66,0.41,2.0,3
gbif-indexingtoolkit.csv,0.25,0.35,0.21,0.8,1.0,11
go.csv,0.73,0.49,0.53,0.46,1.0,9
growl-for-windows.csv,0.38,0.42,0.11,0.42,1.0,7
kwave.csv,0.87,0.45,0.72,0.39,4.0,0
libarchive.csv,0.75,0.6,0.48,0.4,1.0,10
linux-ntfs.csv,0.64,0.54,0.51,0.45,2.0,6
lsb.csv,0.66,0.56,0.4,0.51,1.0,12
mpgravity.csv,0.92,0.48,0.8,0.4,1.0,5
qcad2.csv,0.63,0.55,0.31,0.53,0.0,15
qtwin.csv,0.08,0.29,0.07,0.67,3.0,1
roller.csv,0.82,0.42,0.87,0.43,1.0,2
