,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.48,0.68,0.8,0.83,0.75,0.59,0.49,0.56,0.58,0.75,0.65,0.62,0.42,0.49,0.38,0.79,0.73
amygdala.csv,0.39,0.93,0.44,0.57,0.5,0.45,0.44,0.4,0.59,0.34,0.55,0.46,0.75,0.44,0.37,0.94,0.88
awemud.csv,0.43,0.43,0.53,0.84,0.42,0.87,0.42,0.4,0.72,0.0,0.34,0.45,0.55,0.43,0.41,0.5,0.65
bullet.csv,0.43,0.54,0.43,0.6,0.93,0.37,0.56,0.7,0.99,0.91,0.65,0.45,0.65,0.87,0.8,0.42,0.68
customwars.csv,0.33,0.47,0.41,0.89,0.52,0.37,0.43,0.4,0.51,0.0,0.53,0.53,0.41,0.42,0.44,0.6,0.5
dvd-create.csv,0.44,0.41,0.45,0.64,0.41,0.43,0.44,0.38,0.5,0.0,0.34,0.41,0.54,0.33,0.39,0.36,0.51
gbif-indexingtoolkit.csv,0.77,0.94,0.93,0.62,0.8,0.93,0.95,0.78,0.8,0.0,0.68,0.9,0.98,0.71,0.9,0.0,0.8
go.csv,0.45,0.46,0.57,0.73,0.55,0.46,0.44,0.38,0.53,0.0,0.33,0.47,0.53,0.4,0.38,0.59,0.59
growl-for-windows.csv,0.38,0.0,0.48,0.0,0.5,0.86,0.43,0.42,0.0,0.0,0.33,0.42,0.0,0.65,0.5,0.7,0.89
kwave.csv,0.38,0.4,0.68,0.55,0.39,0.38,0.45,0.34,0.49,0.0,0.33,0.47,0.43,0.32,0.36,0.34,0.44
libarchive.csv,0.38,0.39,0.42,0.88,0.51,0.31,0.46,0.36,0.47,0.39,0.37,0.5,0.4,0.37,0.34,0.6,0.45
linux-ntfs.csv,0.61,0.45,0.41,0.56,0.42,0.36,0.66,0.44,0.99,0.39,0.42,0.49,0.5,0.42,0.5,0.35,0.46
lsb.csv,0.34,0.51,0.43,0.52,0.4,0.46,0.53,0.53,0.64,0.0,0.36,0.44,0.57,0.54,0.38,0.56,0.59
mpgravity.csv,0.4,0.4,0.4,0.58,0.38,0.34,0.46,0.36,0.0,0.56,0.33,0.41,0.0,0.34,0.36,0.42,0.43
qcad2.csv,0.47,0.53,0.67,0.81,0.73,0.42,0.49,0.46,0.75,0.47,0.46,0.73,0.54,0.46,0.39,0.62,0.55
qtwin.csv,0.88,0.0,0.0,0.0,0.0,0.83,0.86,0.56,1.0,0.86,0.68,0.75,0.98,0.65,0.53,0.67,0.0
roller.csv,0.42,0.49,0.43,0.73,0.43,0.4,0.47,0.39,0.5,0.65,0.33,0.41,0.45,0.42,0.38,0.51,0.46
