,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.13,0.04,0.11,0.01,0.0,0.24,0.37,0.26,0.28,0.02,0.21,0.14,0.24,0.14,0.48,0.17,0.13
amygdala.csv,0.4,0.04,0.5,0.13,0.17,0.43,0.36,0.84,0.52,0.88,0.44,0.4,0.31,0.45,0.79,0.11,0.07
awemud.csv,0.4,0.22,0.25,0.5,0.17,0.1,0.46,0.56,0.18,0.0,0.78,0.31,0.21,0.45,0.55,0.28,0.13
bullet.csv,0.6,0.42,0.8,0.04,0.17,0.33,0.39,0.38,0.04,0.27,0.48,0.66,0.42,0.51,0.03,0.56,0.21
customwars.csv,0.27,0.09,0.32,0.0,0.11,0.38,0.24,0.44,0.23,0.0,0.32,0.14,0.2,0.2,0.21,0.11,0.12
dvd-create.csv,0.4,0.73,0.46,0.97,0.11,0.24,0.85,0.66,0.54,0.0,0.91,0.34,0.75,0.73,0.79,0.78,0.49
gbif-indexingtoolkit.csv,0.47,0.18,0.18,0.8,0.0,0.19,0.28,0.24,0.49,0.0,0.34,0.11,0.21,0.31,0.17,0.0,0.38
go.csv,0.53,0.24,0.29,0.77,0.33,0.24,0.62,0.74,0.51,0.0,0.91,0.57,0.46,0.53,0.86,0.44,0.53
growl-for-windows.csv,0.2,0.0,0.27,0.0,0.06,0.1,0.54,0.66,0.0,0.0,0.96,0.54,0.0,0.2,0.21,0.11,0.0
kwave.csv,0.57,1.0,0.21,1.0,1.0,0.52,0.76,0.72,0.69,0.0,0.79,0.66,0.83,0.71,0.59,0.83,1.0
libarchive.csv,0.47,0.42,0.34,0.02,0.22,0.62,0.69,0.84,0.48,0.59,0.76,0.49,0.42,0.8,0.79,0.44,0.28
linux-ntfs.csv,0.47,0.76,0.62,0.26,0.5,0.52,0.29,0.5,0.05,0.73,0.57,0.51,0.75,0.67,0.34,0.83,0.38
lsb.csv,0.4,0.64,0.8,0.1,0.83,0.48,0.24,0.28,0.25,0.0,0.91,0.83,0.07,0.37,0.52,0.61,0.4
mpgravity.csv,0.8,0.42,0.61,0.93,0.67,0.67,0.9,0.94,0.0,0.15,1.0,0.83,0.0,0.8,0.9,0.89,0.84
qcad2.csv,0.33,0.13,0.2,0.45,0.0,0.24,0.31,0.56,0.22,0.22,0.64,0.29,0.21,0.61,0.66,0.5,0.35
qtwin.csv,0.07,0.0,0.02,0.0,0.0,0.14,0.03,0.44,0.09,0.12,0.34,0.03,0.1,0.2,0.21,0.06,0.0
roller.csv,0.67,0.31,0.91,0.77,0.72,0.95,0.94,0.64,0.87,0.37,0.89,0.94,0.88,0.25,0.97,0.5,0.96
