,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.27,0.83,0.97,0.61,0.61,0.81,0.93,0.96,0.91,0.83,0.21,0.45,0.8,0.23,0.67,0.62,0.23
arm-webradio.csv,0.3,0.51,0.17,0.57,0.21,0.33,0.57,0.22,0.82,0.67,0.37,0.24,0.46,0.27,0.27,0.62,0.18
codepurge.csv,0.43,0.37,0.12,0.09,0.13,0.4,0.0,0.2,0.05,0.17,0.3,0.84,0.2,0.71,0.13,0.41,0.69
fw4spl.csv,0.19,0.25,0.3,0.43,0.46,0.06,0.21,0.28,0.13,0.67,0.33,0.26,0.46,0.18,0.27,0.31,0.06
glas.csv,0.73,0.49,0.81,0.61,0.51,0.35,0.64,0.76,0.33,0.67,0.63,0.59,0.33,0.39,0.13,0.62,0.44
grisbi.csv,0.84,0.97,0.85,0.74,0.93,0.96,0.14,0.96,0.87,1.0,0.87,0.73,0.87,0.91,0.93,0.75,0.88
gwanted.csv,0.11,0.28,0.35,0.04,0.22,0.1,0.21,0.3,0.16,0.67,0.21,0.35,0.19,0.17,0.13,0.35,0.1
lcfizvtop.csv,0.89,0.51,0.3,0.26,0.36,0.23,0.5,0.48,0.29,0.17,0.55,0.63,0.93,0.39,0.23,0.93,0.1
ldview.csv,0.22,0.63,0.54,0.48,0.23,0.54,0.86,0.48,0.58,0.67,0.58,0.81,0.1,0.5,0.43,0.14,0.87
libmesh.csv,0.38,0.44,0.25,0.39,0.53,0.62,0.71,0.35,0.62,0.5,0.24,0.31,0.01,0.48,0.4,0.39,0.55
mediaportal.csv,0.0,0.08,0.16,0.0,0.07,0.08,0.0,0.04,0.02,0.0,0.05,0.26,0.01,0.05,0.0,0.14,0.1
olex2.csv,0.03,0.34,0.54,0.0,0.35,0.33,0.07,0.17,0.18,0.5,0.18,0.3,0.15,0.09,0.07,0.25,0.38
oppna-program-hsatools.csv,0.27,0.45,0.9,0.13,0.76,0.67,0.36,0.83,0.24,1.0,0.51,0.76,0.14,0.38,0.5,0.3,0.74
qlc.csv,0.38,0.47,0.37,0.09,0.18,0.33,0.0,0.33,0.38,0.17,0.51,0.63,0.37,0.52,0.07,0.55,0.0
somap.csv,0.97,1.0,0.91,0.78,0.85,1.0,0.5,0.91,0.78,0.0,0.99,0.98,0.97,0.97,0.87,0.82,0.99
wxcode.csv,0.03,0.13,0.54,0.0,0.31,0.25,0.07,0.24,0.07,0.0,0.18,0.35,0.02,0.05,0.1,0.07,0.52
xcf.csv,0.32,0.42,0.65,0.7,0.48,0.6,0.71,0.7,0.65,0.5,0.43,0.52,0.41,0.35,0.3,0.54,0.31
