,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.59,0.85,0.97,0.68,0.71,0.86,0.93,0.96,0.91,0.93,0.61,0.9,0.88,0.41,0.89,0.63,0.94
arm-webradio.csv,0.73,0.72,0.85,1.04,0.78,0.8,0.92,0.65,0.83,0.98,0.93,0.68,0.65,0.65,0.59,0.68,0.18
codepurge.csv,0.61,0.69,0.9,0.72,0.76,0.48,0.92,0.87,0.92,0.82,0.42,0.84,0.42,0.82,0.82,0.78,0.69
fw4spl.csv,0.79,0.54,0.53,0.62,0.88,0.82,0.5,0.82,0.9,0.88,0.92,0.74,0.57,0.75,0.71,0.77,0.6
glas.csv,0.77,0.53,0.81,0.78,0.79,0.58,0.7,0.76,0.52,0.81,0.76,0.64,0.63,0.51,0.58,0.69,0.66
grisbi.csv,0.86,0.97,0.85,0.75,0.98,0.96,0.2,0.96,0.87,1.0,0.87,0.74,0.88,0.91,0.94,0.75,0.89
gwanted.csv,0.77,0.57,0.61,0.79,0.33,0.82,0.29,0.94,0.75,0.85,0.35,0.56,0.61,0.68,0.7,0.52,0.58
lcfizvtop.csv,0.91,0.53,0.83,0.71,0.74,0.29,0.56,0.87,0.52,0.57,0.7,0.65,0.93,0.59,0.39,0.93,0.41
ldview.csv,0.32,0.64,0.61,0.66,0.72,0.71,0.86,0.72,0.74,0.9,0.6,0.81,0.84,0.55,0.59,0.83,0.87
libmesh.csv,0.69,0.9,0.82,0.77,0.89,0.83,1.1,0.44,0.8,0.9,1.03,0.87,1.0,0.69,0.82,0.88,0.56
mediaportal.csv,0.95,0.94,0.85,0.89,0.79,0.91,0.98,0.89,0.97,0.92,1.0,0.5,0.96,0.93,0.91,0.73,0.3
olex2.csv,1.0,0.73,0.66,0.47,0.45,0.64,0.37,0.86,0.91,0.73,0.47,0.54,0.85,0.81,0.75,0.39,0.66
oppna-program-hsatools.csv,0.72,0.72,0.9,0.17,0.79,0.81,0.38,0.95,0.72,1.0,0.51,0.77,0.76,0.6,0.78,0.5,1.05
qlc.csv,0.61,0.58,0.49,0.66,0.67,0.72,0.64,0.8,0.64,0.75,0.59,0.64,0.53,0.63,0.6,0.6,1.0
somap.csv,0.97,1.0,0.94,0.79,0.9,1.0,0.5,0.92,0.8,0.17,1.03,0.98,0.97,0.97,0.88,0.85,0.99
wxcode.csv,0.76,0.8,0.61,0.66,0.56,0.77,0.52,0.84,0.98,0.86,0.18,0.56,0.92,0.76,0.91,0.69,1.07
xcf.csv,0.5,0.58,0.66,0.74,0.62,0.71,0.72,0.72,0.67,0.62,0.43,0.6,0.72,0.51,0.37,0.54,0.86
