,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.77,0.62,0.35,0.48,0.56,0.02,0.33,0.11,0.81,0.08,1.0,0.32
e-bio-flow.csv,0.85,0.59,1.0,0.64,0.7,0.0,0.1,0.21,0.7,0.0,0.86,0.19
freedom-erp.csv,0.89,0.59,0.64,0.0,1.0,0.0,0.0,0.67,0.82,0.0,1.0,0.09
jbasic.csv,1.0,0.69,0.38,0.98,0.61,0.06,0.3,0.22,0.84,0.14,0.86,0.21
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
joustsim.csv,0.42,0.79,0.24,0.5,0.38,0.04,1.0,0.38,0.8,0.1,0.9,0.44
jsidplay2.csv,1.0,0.62,0.37,0.52,0.59,0.02,0.19,0.17,0.78,0.08,0.89,0.21
madman.csv,0.5,0.67,0.56,0.55,0.42,0.0,0.33,1.0,1.0,0.0,0.95,0.27
mule.csv,0.86,1.0,0.33,0.6,0.71,0.07,0.32,0.15,0.76,0.12,0.94,0.35
nunit.csv,0.82,0.62,0.3,0.45,0.5,0.06,0.17,0.07,0.86,0.11,0.91,0.97
power-architect.csv,0.68,0.65,0.44,0.34,0.57,0.03,0.16,0.16,1.0,0.09,0.92,0.23
reaper3d.csv,0.53,0.47,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24
