,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,0.82,0.75,0.26,0.64,0.69,0.04,0.3,0.18,0.86,0.14,1.0,0.39
e-bio-flow.csv,0.31,0.31,1.0,0.19,0.62,0.0,0.1,0.27,0.22,0.0,0.2,0.22
freedom-erp.csv,0.44,0.22,0.34,0.0,0.99,0.0,0.0,0.36,0.28,0.0,0.15,0.04
jbasic.csv,0.38,0.44,0.36,0.97,0.62,0.1,0.29,0.24,0.44,0.21,0.44,0.18
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0
joustsim.csv,0.14,0.48,0.17,0.26,0.11,0.08,1.0,0.38,0.51,0.11,0.63,0.42
jsidplay2.csv,0.98,0.76,0.48,0.67,0.74,0.04,0.31,0.3,0.85,0.14,0.83,0.33
madman.csv,0.03,0.1,0.26,0.16,0.09,0.0,0.14,1.0,0.04,0.0,0.13,0.12
mule.csv,0.33,1.0,0.3,0.16,0.4,0.14,0.44,0.19,0.48,0.2,0.5,0.39
nunit.csv,0.37,0.54,0.26,0.24,0.2,0.11,0.12,0.09,0.35,0.15,0.38,0.95
power-architect.csv,0.6,0.68,0.54,0.29,0.55,0.06,0.25,0.26,0.99,0.16,0.73,0.33
reaper3d.csv,0.24,0.09,0.06,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.2
