,recall,precision,pf,pci_20,ifa,wins
acdk.csv,0.36,0.61,0.17,0.55,1.0,16
amygdala.csv,0.24,0.45,0.19,0.5,1.0,8
awemud.csv,0.38,0.55,0.3,0.52,1.0,12
bullet.csv,0.46,0.46,0.37,0.58,2.0,9
customwars.csv,0.4,0.59,0.22,0.47,1.0,14
dvd-create.csv,0.74,0.51,0.64,0.43,2.0,4
gbif-indexingtoolkit.csv,0.95,0.42,0.94,0.45,2.0,1
go.csv,0.75,0.5,0.53,0.47,1.0,10
growl-for-windows.csv,0.23,0.42,0.07,0.43,1.0,6
kwave.csv,0.89,0.43,0.83,0.4,4.0,0
libarchive.csv,0.9,0.53,0.77,0.38,1.0,7
linux-ntfs.csv,0.64,0.56,0.49,0.45,3.0,5
lsb.csv,0.5,0.56,0.4,0.58,2.0,13
mpgravity.csv,0.84,0.53,0.67,0.41,0.0,11
qcad2.csv,0.55,0.51,0.37,0.51,0.0,15
qtwin.csv,0.08,0.29,0.07,0.67,3.0,2
roller.csv,0.89,0.42,0.86,0.42,1.0,3
