,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.66,0.49,0.3,0.23,0.28,0.38,0.59,0.31,0.02,0.0,0.33,0.31,0.69,0.69,0.55,0.27,0.5
amygdala.csv,0.68,0.0,0.22,0.0,0.03,0.37,0.52,0.26,0.0,0.29,0.2,0.69,0.29,0.6,0.47,0.68,0.0
awemud.csv,0.74,0.44,0.31,0.26,0.58,0.33,0.56,0.3,0.01,0.0,0.27,0.61,0.21,0.66,0.32,0.72,0.25
bullet.csv,0.48,0.56,0.27,0.55,0.3,0.74,0.43,0.19,0.02,0.0,0.1,0.66,0.44,0.41,0.46,0.46,0.5
customwars.csv,0.67,0.49,0.2,0.61,0.41,0.64,0.44,0.13,0.02,0.0,0.25,0.4,0.63,0.54,0.32,0.49,0.52
dvd-create.csv,0.64,0.74,0.27,0.26,0.87,0.77,0.5,0.35,0.01,0.15,0.26,0.72,0.39,0.69,0.66,0.56,0.6
gbif-indexingtoolkit.csv,0.83,0.78,0.3,0.4,0.89,0.62,0.49,0.41,0.0,0.0,0.23,0.67,0.45,0.46,0.63,0.79,0.59
go.csv,0.79,0.78,0.32,0.22,0.61,0.67,0.58,0.25,0.01,0.14,0.26,0.68,0.56,0.74,0.57,0.79,0.59
growl-for-windows.csv,0.76,0.0,0.26,0.0,0.03,0.06,0.56,0.29,0.0,0.0,0.27,0.64,0.0,0.39,0.35,0.74,0.31
kwave.csv,0.83,0.78,0.51,0.4,0.89,0.73,0.5,0.27,0.01,0.47,0.25,0.61,0.46,0.74,0.63,0.58,0.59
libarchive.csv,0.85,0.82,0.27,0.34,0.79,0.83,0.56,0.31,0.01,0.59,0.26,0.68,0.54,0.75,0.59,0.83,0.62
linux-ntfs.csv,0.73,0.6,0.27,0.6,0.8,0.8,0.4,0.3,0.02,0.24,0.25,0.57,0.48,0.62,0.68,0.58,0.6
lsb.csv,0.71,0.53,0.24,0.71,0.84,0.58,0.32,0.25,0.0,0.0,0.25,0.52,0.59,0.47,0.62,0.67,0.51
mpgravity.csv,0.82,0.74,0.28,0.38,0.81,0.75,0.52,0.27,0.01,0.62,0.27,0.7,0.62,0.79,0.61,0.8,0.62
qcad2.csv,0.58,0.62,0.34,0.3,0.67,0.54,0.69,0.28,0.01,0.49,0.22,0.33,0.58,0.54,0.6,0.63,0.62
qtwin.csv,0.14,0.0,0.0,0.0,0.0,0.08,0.15,0.28,0.05,0.21,0.19,0.14,0.2,0.53,0.44,0.1,0.0
roller.csv,0.83,0.79,0.29,0.27,0.85,0.82,0.49,0.33,0.0,0.36,0.28,0.67,0.45,0.77,0.64,0.79,0.59
