,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.53,0.67,0.76,0.87,0.84,0.8,0.47,0.67,0.31,1.0,0.56,0.81,0.29,0.45,0.67,0.84,0.61
amygdala.csv,0.61,1.0,0.82,1.0,0.99,0.78,0.54,0.75,0.88,0.83,0.77,0.47,0.78,0.59,0.7,0.48,1.0
awemud.csv,0.61,0.71,0.69,0.78,0.58,0.8,0.48,0.75,0.69,1.0,0.97,0.54,0.85,0.69,0.79,0.62,0.86
bullet.csv,0.84,0.78,0.8,0.41,0.83,0.49,0.63,0.8,0.67,1.04,0.91,0.65,0.82,0.78,0.72,0.75,0.62
customwars.csv,0.52,0.66,0.83,0.56,0.76,0.61,0.64,0.89,0.31,1.0,0.67,0.73,0.38,0.62,0.79,0.68,0.58
dvd-create.csv,0.59,0.77,0.75,1.04,0.26,0.46,0.83,0.67,0.64,0.92,0.9,0.44,0.87,0.74,0.8,0.99,0.59
gbif-indexingtoolkit.csv,0.93,0.98,0.9,1.0,1.0,0.96,0.98,0.48,0.97,1.0,0.88,0.94,0.95,0.72,0.97,0.89,1.0
go.csv,0.57,0.38,0.68,0.95,0.72,0.61,0.62,0.86,0.66,0.92,0.93,0.7,0.54,0.57,0.86,0.37,0.58
growl-for-windows.csv,0.44,1.0,0.78,1.0,0.99,0.97,0.59,0.7,1.0,1.0,0.97,0.7,1.0,0.75,0.77,0.4,0.82
kwave.csv,0.67,1.0,0.44,1.0,1.0,0.59,0.95,0.86,0.86,0.5,0.88,0.74,0.92,0.77,0.77,0.93,1.0
libarchive.csv,0.77,0.6,0.85,0.67,0.81,0.86,0.76,0.98,0.8,0.37,1.0,0.7,0.56,1.0,0.91,0.83,0.47
linux-ntfs.csv,0.57,0.78,0.92,0.36,0.56,0.65,0.67,0.65,0.36,0.8,0.79,0.64,0.71,0.71,0.47,0.98,0.51
lsb.csv,0.55,0.78,0.9,0.26,0.84,0.69,0.77,0.75,0.87,1.0,0.86,0.87,0.52,0.7,0.57,0.66,0.61
mpgravity.csv,0.71,0.52,0.77,0.92,0.7,0.68,0.83,0.85,0.46,0.32,0.99,0.65,0.54,0.65,0.9,0.68,0.77
qcad2.csv,0.65,0.55,0.7,0.86,0.52,0.66,0.34,0.69,0.46,0.46,0.75,0.81,0.43,0.72,0.68,0.63,0.68
qtwin.csv,0.93,1.0,1.0,1.0,1.0,0.97,0.92,0.68,0.09,0.84,0.78,0.92,0.86,0.63,0.69,0.95,1.0
roller.csv,0.64,0.52,1.0,0.92,0.9,0.96,0.95,0.79,0.89,0.62,0.87,0.94,0.95,0.39,0.93,0.73,1.0
