,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.38,0.61,0.73,0.88,0.92,0.57,0.44,0.53,0.55,0.0,0.49,0.64,0.43,0.46,0.34,0.75,0.68
amygdala.csv,0.38,0.0,0.82,0.0,0.0,0.7,0.48,0.53,0.71,0.5,0.63,0.5,0.99,0.66,0.44,0.85,0.0
awemud.csv,0.38,0.88,0.52,0.77,0.5,0.82,0.46,0.42,0.81,0.0,0.34,0.47,0.85,0.46,0.73,0.56,0.86
bullet.csv,0.62,0.47,0.49,0.69,0.93,0.4,0.61,0.55,0.99,0.92,0.83,0.46,0.45,0.67,0.58,0.4,0.57
customwars.csv,0.35,0.49,0.42,0.67,0.58,0.37,0.47,0.47,0.48,0.0,0.5,0.47,0.42,0.45,0.64,0.47,0.46
dvd-create.csv,0.45,0.42,0.46,0.64,0.39,0.43,0.44,0.37,0.5,0.0,0.34,0.43,0.47,0.34,0.36,0.36,0.5
gbif-indexingtoolkit.csv,0.43,0.4,0.48,0.55,0.39,0.57,0.46,0.57,0.49,0.0,0.37,0.42,0.45,0.63,0.42,0.46,0.44
go.csv,0.45,0.47,0.5,0.72,0.47,0.43,0.44,0.37,0.51,0.5,0.33,0.45,0.5,0.4,0.39,0.59,0.55
growl-for-windows.csv,0.39,0.0,0.6,0.0,0.5,0.5,0.43,0.41,0.0,0.0,0.33,0.44,0.0,0.87,0.88,0.69,0.89
kwave.csv,0.38,0.4,0.7,0.55,0.39,0.37,0.46,0.35,0.47,0.67,0.32,0.45,0.42,0.32,0.34,0.33,0.44
libarchive.csv,0.38,0.38,0.36,0.6,0.35,0.36,0.44,0.35,0.48,0.53,0.33,0.41,0.43,0.34,0.35,0.43,0.44
linux-ntfs.csv,0.34,0.45,0.4,0.57,0.34,0.36,0.58,0.45,0.74,0.5,0.36,0.44,0.46,0.39,0.47,0.32,0.45
lsb.csv,0.34,0.58,0.46,0.55,0.4,0.6,0.71,0.77,0.89,0.0,0.37,0.48,0.62,0.64,0.47,0.61,0.66
mpgravity.csv,0.41,0.4,0.41,0.59,0.4,0.38,0.45,0.38,0.53,0.53,0.33,0.43,0.82,0.35,0.37,0.48,0.45
qcad2.csv,0.53,0.51,0.92,0.72,0.49,0.48,0.51,0.47,0.73,0.44,0.48,0.86,0.6,0.48,0.43,0.75,0.49
qtwin.csv,0.88,0.0,0.0,0.0,0.0,0.83,0.86,0.56,1.0,0.86,0.68,0.75,0.98,0.67,0.53,0.67,0.0
roller.csv,0.42,0.43,0.41,0.69,0.41,0.4,0.47,0.33,0.51,0.67,0.34,0.42,0.44,0.38,0.38,0.44,0.44
