project,TLOC,TNF,TNC,TND,LOC,CL,NStmt,NFunc,RCC,MNL,avg_WMC,max_WMC,total_WMC,avg_DIT,max_DIT,total_DIT,avg_RFC,max_RFC,total_RFC,avg_NOC,max_NOC,total_NOC,avg_CBO,max_CBO,total_CBO,avg_DIT.1,max_DIT.1,total_DIT.1,avg_NIV,max_NIV,total_NIV,avg_NIM,max_NIM,total_NIM,avg_NOM,max_NOM,total_NOM,avg_NPBM,max_NPBM,total_NPBM,avg_NPM,max_NPM,total_NPM,avg_NPRM,max_NPRM,total_NPRM,avg_CC,max_CC,total_CC,avg_FANIN,max_FANIN,total_FANIN,avg_FANOUT,max_FANOUT,total_FANOUT,NRev,NFix,avg_AddedLOC,max_AddedLOC,total_AddedLOC,avg_DeletedLOC,max_DeletedLOC,total_DeletedLOC,avg_ModifiedLOC,max_ModifiedLOC,total_ModifiedLOC
firebird,-4.03E-06,-7.22E-09,-2.85E-06,-1.30E-09,0.09448535,0.024396255,0.059850769,0.023910808,-0.030405783,-0.065620818,-0.009053282,0.001463155,-0.003539809,0.012074394,0.009770899,0.036678539,-0.037828461,-0.019326239,-0.004648744,0.001833344,0.003039471,0.003039471,0.012400606,0.031201754,0.024916395,0.012074394,0.009770899,0.036678539,0.008640332,0.025139792,0.015345367,-0.017298016,-0.01601035,-0.017598969,-0.028301072,-0.021293796,-0.019638503,-0.028338599,-0.008885766,-0.002505928,-3.71E-05,0.0013574,0.0013574,-0.004466309,-0.00153403,0.001340441,-0.085122684,-0.007549038,0.02042747,-0.024385226,0.035504628,0.043381033,-0.027534685,-0.008327835,0.042045217,0.096588641,0.121025037,-0.032293753,-0.015196862,0.004869267,-0.006368854,0.014881117,0.030271537,-0.045834289,-0.041243751,-0.022554447
firebird,-5.48E-06,-9.82E-09,-3.87E-06,-1.76E-09,0.049657061,0.0263824,0.03961736,-0.006655901,-0.012494631,-0.046075467,-0.009340075,-0.003351955,-0.00750099,0.014264132,0.008752554,0.037074247,-0.015311074,0.007690648,0.009879431,0.00220275,0.003934257,0.003934257,0.006145971,0.015590122,0.01134523,0.014264132,0.008752554,0.037074247,0.004919166,0.011859806,0.001168246,-0.005328345,-0.007441288,-0.013745337,-0.011210735,-0.00535284,-0.011752924,-0.007355397,0.005589412,-0.006060687,0.000604025,0.001610713,0.002314043,-0.006503996,-0.002714616,0.001519015,-0.072797926,-0.003248874,0.003315263,0.009156037,0.047234299,0.032988083,0.000741366,0.011196143,0.021107898,0.071160589,0.091573574,-0.00524224,0.006002088,0.013446854,-0.012753261,0.00647791,0.004244805,-0.037239786,-0.016029696,-0.014541063
firebird,-6.46E-06,-1.16E-08,-4.56E-06,-2.08E-09,0.054780956,0.031972365,0.016902459,0.016971995,-0.02161776,-0.034916058,0.004466276,0.005881467,0.003693387,0.010453906,0.005540951,0.019749822,-0.004465582,0.010052295,0.012943027,3.00E-05,0.001665881,0.001665881,0.009916223,0.014037404,0.010951434,0.010453906,0.005540951,0.019749822,0.007147391,0.010834684,0.007377189,0.006470465,0.007415723,0.005997235,-0.000399704,0.007221765,0.0059913,0.003180533,0.012080092,0.010536625,0.001259824,0.001837575,0.00230908,-0.004545834,-0.001288623,0.001620633,-0.058105515,-0.004195923,0.008699447,-0.004612957,0.025630891,0.029106721,-0.01903741,0.004448913,0.024340492,0.06687288,0.07073429,-0.012221453,-0.008077859,0.005032685,-0.005806209,0.006227124,0.007557123,-0.030776118,-0.025052735,-0.0190986
firebird,-6.26E-06,-1.12E-08,-4.42E-06,-2.01E-09,0.078316854,0.042429462,0.038841938,0.002436207,-0.033701012,-0.105497206,-0.00930087,-0.009239108,-0.01396981,0.023542833,0.009179255,0.027145275,-0.010225042,0.004538769,-0.001120207,0.003268281,0.003944175,0.003944175,0.013655642,0.016063966,0.006636102,0.023542833,0.009179255,0.027145275,0.018575496,0.014756692,0.004445749,0.003856825,0.002266382,-0.005534098,-0.011580054,-0.003157542,-0.006163626,-0.008408778,0.004225111,-0.003645493,0.001970879,0.001970879,0.002863006,-0.008008991,-0.001009723,0.001232237,-0.077846858,0.009717176,0.030756226,-0.008108262,0.071342994,0.051014979,-0.016255498,0.002475897,0.044666077,0.106965984,0.11514577,-0.017063705,-0.028899758,-0.002041787,-0.047643759,-0.016741233,-0.020251539,-0.006818104,-0.002155746,-0.018535409
firebird,-7.51E-06,-1.35E-08,-5.31E-06,-2.42E-09,0.068426286,0.05705274,0.042297613,-0.003633172,-0.006501172,-0.046249001,-0.001726869,0.002657558,-0.001512582,0.011179313,0.007550451,0.021174167,-0.007376527,0.011455879,0.009761768,-0.000574929,0.000236707,0.000236707,0.007747222,0.018622142,0.01007926,0.011179313,0.007550451,0.021174167,0.01013785,0.01704272,0.007734382,0.000788373,0.006199897,0.00194564,-0.003067986,0.004649814,-0.001350324,-0.005188622,0.004583597,0.003885204,0.002625876,0.003455425,0.004056818,-0.007700678,-0.004058925,-0.000662222,-0.053343343,0.004385556,0.005665876,-0.009632136,0.031958708,0.016504625,0.005122696,0.019215476,0.016713554,0.083477596,0.082719353,-0.017314538,-0.01347926,0.00019342,0.00012787,0.010385474,0.012962642,-0.030343315,-0.02042059,-0.021753966
firebird,-4.03E-06,-7.22E-09,-2.85E-06,-1.30E-09,0.09448535,0.024396255,0.059850769,0.023910808,-0.030405783,-0.065620818,-0.009053282,0.001463155,-0.003539809,0.012074394,0.009770899,0.036678539,-0.037828461,-0.019326239,-0.004648744,0.001833344,0.003039471,0.003039471,0.012400606,0.031201754,0.024916395,0.012074394,0.009770899,0.036678539,0.008640332,0.025139792,0.015345367,-0.017298016,-0.01601035,-0.017598969,-0.028301072,-0.021293796,-0.019638503,-0.028338599,-0.008885766,-0.002505928,-3.71E-05,0.0013574,0.0013574,-0.004466309,-0.00153403,0.001340441,-0.085122684,-0.007549038,0.02042747,-0.024385226,0.035504628,0.043381033,-0.027534685,-0.008327835,0.042045217,0.096588641,0.121025037,-0.032293753,-0.015196862,0.004869267,-0.006368854,0.014881117,0.030271537,-0.045834289,-0.041243751,-0.022554447
firebird,-5.48E-06,-9.82E-09,-3.87E-06,-1.76E-09,0.049657061,0.0263824,0.03961736,-0.006655901,-0.012494631,-0.046075467,-0.009340075,-0.003351955,-0.00750099,0.014264132,0.008752554,0.037074247,-0.015311074,0.007690648,0.009879431,0.00220275,0.003934257,0.003934257,0.006145971,0.015590122,0.01134523,0.014264132,0.008752554,0.037074247,0.004919166,0.011859806,0.001168246,-0.005328345,-0.007441288,-0.013745337,-0.011210735,-0.00535284,-0.011752924,-0.007355397,0.005589412,-0.006060687,0.000604025,0.001610713,0.002314043,-0.006503996,-0.002714616,0.001519015,-0.072797926,-0.003248874,0.003315263,0.009156037,0.047234299,0.032988083,0.000741366,0.011196143,0.021107898,0.071160589,0.091573574,-0.00524224,0.006002088,0.013446854,-0.012753261,0.00647791,0.004244805,-0.037239786,-0.016029696,-0.014541063
firebird,-6.46E-06,-1.16E-08,-4.56E-06,-2.08E-09,0.054780956,0.031972365,0.016902459,0.016971995,-0.02161776,-0.034916058,0.004466276,0.005881467,0.003693387,0.010453906,0.005540951,0.019749822,-0.004465582,0.010052295,0.012943027,3.00E-05,0.001665881,0.001665881,0.009916223,0.014037404,0.010951434,0.010453906,0.005540951,0.019749822,0.007147391,0.010834684,0.007377189,0.006470465,0.007415723,0.005997235,-0.000399704,0.007221765,0.0059913,0.003180533,0.012080092,0.010536625,0.001259824,0.001837575,0.00230908,-0.004545834,-0.001288623,0.001620633,-0.058105515,-0.004195923,0.008699447,-0.004612957,0.025630891,0.029106721,-0.01903741,0.004448913,0.024340492,0.06687288,0.07073429,-0.012221453,-0.008077859,0.005032685,-0.005806209,0.006227124,0.007557123,-0.030776118,-0.025052735,-0.0190986
firebird,-6.26E-06,-1.12E-08,-4.42E-06,-2.01E-09,0.078316854,0.042429462,0.038841938,0.002436207,-0.033701012,-0.105497206,-0.00930087,-0.009239108,-0.01396981,0.023542833,0.009179255,0.027145275,-0.010225042,0.004538769,-0.001120207,0.003268281,0.003944175,0.003944175,0.013655642,0.016063966,0.006636102,0.023542833,0.009179255,0.027145275,0.018575496,0.014756692,0.004445749,0.003856825,0.002266382,-0.005534098,-0.011580054,-0.003157542,-0.006163626,-0.008408778,0.004225111,-0.003645493,0.001970879,0.001970879,0.002863006,-0.008008991,-0.001009723,0.001232237,-0.077846858,0.009717176,0.030756226,-0.008108262,0.071342994,0.051014979,-0.016255498,0.002475897,0.044666077,0.106965984,0.11514577,-0.017063705,-0.028899758,-0.002041787,-0.047643759,-0.016741233,-0.020251539,-0.006818104,-0.002155746,-0.018535409
firebird,-7.51E-06,-1.35E-08,-5.31E-06,-2.42E-09,0.068426286,0.05705274,0.042297613,-0.003633172,-0.006501172,-0.046249001,-0.001726869,0.002657558,-0.001512582,0.011179313,0.007550451,0.021174167,-0.007376527,0.011455879,0.009761768,-0.000574929,0.000236707,0.000236707,0.007747222,0.018622142,0.01007926,0.011179313,0.007550451,0.021174167,0.01013785,0.01704272,0.007734382,0.000788373,0.006199897,0.00194564,-0.003067986,0.004649814,-0.001350324,-0.005188622,0.004583597,0.003885204,0.002625876,0.003455425,0.004056818,-0.007700678,-0.004058925,-0.000662222,-0.053343343,0.004385556,0.005665876,-0.009632136,0.031958708,0.016504625,0.005122696,0.019215476,0.016713554,0.083477596,0.082719353,-0.017314538,-0.01347926,0.00019342,0.00012787,0.010385474,0.012962642,-0.030343315,-0.02042059,-0.021753966
