,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.5,0.07,0.36,0.13,0.95,0.34
chaperon.csv,0.39,0.31,0.4,0.62,0.47,0.34
mule.csv,0.69,0.04,0.27,0.15,0.83,0.52
nunit.csv,0.56,0.6,0.26,0.09,0.53,0.5
springside.csv,0.73,0.64,0.29,0.14,0.72,0.49
swtfox.csv,0.57,0.46,0.7,0.11,0.42,0.34
