,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,tradelink.csv,google-gears.csv,glelite.csv,gstreamer.csv,crux-framework.csv,metacosm.csv
aufs.csv,0.29,0.07,0.05,0.28,0.1,0.61,0.04,0.06,0.37,0.36,0.21,0.36,0.25,0.11,0.04,0.47
bdbbasic.csv,0.45,0.12,0.05,0.52,0.2,0.56,0.04,0.0,0.62,0.81,0.49,0.57,0.68,0.22,0.03,0.49
crux-framework.csv,0.3,0.3,0.19,0.38,0.33,0.34,0.58,0.35,0.36,0.4,0.31,0.51,0.1,0.5,0.35,0.11
echongl.csv,0.44,0.22,0.07,0.58,0.37,0.43,0.12,0.53,0.51,0.89,0.34,0.63,0.86,0.31,0.05,0.48
etherboot.csv,0.12,0.43,0.0,0.0,0.48,0.27,0.0,0.63,0.54,0.0,0.33,0.03,0.96,0.0,0.08,0.64
freebios.csv,0.31,0.13,0.05,0.54,0.33,0.15,0.77,0.46,0.28,0.61,0.22,0.57,0.61,0.24,0.07,0.28
gebr.csv,0.45,0.25,0.08,0.71,0.42,0.49,0.66,0.76,0.44,0.83,0.3,0.86,0.91,0.73,0.05,0.64
glelite.csv,0.49,0.26,0.08,0.66,0.44,0.49,0.65,0.77,0.44,0.83,0.29,0.8,0.98,0.73,0.06,0.62
gnukeda.csv,0.48,0.3,0.05,0.76,0.44,0.5,0.38,0.59,0.35,0.62,0.15,0.85,0.68,0.27,0.04,0.61
google-gears.csv,0.54,0.28,0.08,0.54,0.43,0.48,0.48,0.79,0.48,0.83,0.31,0.75,0.92,0.73,0.09,0.63
gstreamer.csv,0.48,0.21,0.04,0.62,0.36,0.47,0.45,0.64,0.47,0.76,0.36,0.77,0.76,0.74,0.06,0.64
jnode.csv,0.06,0.24,0.25,0.44,0.13,0.0,0.29,0.5,0.26,0.16,0.15,0.25,0.05,0.06,0.07,0.14
metacosm.csv,0.36,0.3,0.07,0.39,0.16,0.5,0.18,0.48,0.3,0.46,0.37,0.32,0.31,0.48,0.11,0.74
openmeetings.csv,0.52,0.58,0.13,0.26,0.36,0.54,0.14,0.57,0.4,0.66,0.24,0.39,0.43,0.49,0.06,0.59
tradelink.csv,0.23,0.17,0.06,0.55,0.33,0.4,0.42,0.69,0.49,0.29,0.46,0.43,0.91,0.65,0.05,0.57
wxcrp.csv,0.47,0.1,0.07,0.55,0.44,0.48,0.43,0.52,0.48,0.85,0.45,0.58,0.94,0.7,0.02,0.55
