,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.0,3.0,5.0,10.0,96.0
bdbbasic.csv,1.0,4.0,2.0,1.0,0.0
empyrean.csv,0.0,111.0,272.0,67.0,96.0
gnome-jabber.csv,0.0,2.0,4.0,2.0,0.0
nutz.csv,0.0,2.0,0.0,12.0,3.0
