,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.56,0.45,0.69,0.46,0.0
bdbbasic.csv,0.43,0.35,0.57,0.48,0.89
empyrean.csv,0.5,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.41,0.42,0.7,0.4,0.49
nutz.csv,0.8,0.62,0.53,0.57,0.65
