,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.36,0.38,0.88,0.42,0.43,0.43,0.8,0.3,0.41,0.54,0.43,0.34,0.45,0.44
continuum-ide.csv,0.8,0.94,0.67,0.64,0.56,0.91,0.73,0.41,0.0,0.88,0.96,0.46,0.49,0.86
free-evolution.csv,0.47,0.38,0.46,0.38,0.45,0.55,0.36,0.28,0.64,0.39,0.52,0.43,0.42,0.38
gtad.csv,0.62,0.86,0.64,0.67,0.52,0.86,0.67,0.47,0.92,0.69,0.68,0.49,0.59,0.78
jaxen.csv,0.4,0.44,0.57,0.74,0.39,0.79,0.46,0.39,0.83,0.47,0.69,0.66,0.47,0.43
jruby.csv,0.86,0.71,0.7,0.44,0.59,0.79,0.45,0.42,0.42,0.43,0.94,0.52,0.54,0.37
jsr308-langtools.csv,0.37,0.38,0.41,0.38,0.37,0.41,0.37,0.29,0.34,0.4,0.45,0.4,0.44,0.5
kaffeine.csv,0.34,0.37,0.46,0.36,0.41,0.35,0.42,0.28,0.36,0.57,0.44,0.32,0.4,0.35
oorexx.csv,0.88,0.5,0.54,0.67,0.91,0.0,0.54,0.5,0.96,0.83,0.46,0.6,0.72,0.43
qedo.csv,0.95,0.71,0.97,0.85,0.8,0.89,0.78,0.59,0.61,0.88,0.65,0.71,0.89,0.65
sarasvati.csv,0.5,0.83,0.66,0.61,0.67,0.41,0.5,0.38,0.39,0.59,0.73,0.36,0.58,0.83
taokgame.csv,0.79,0.8,0.97,0.94,0.73,0.94,0.92,0.91,0.7,0.93,0.93,0.98,0.91,0.73
zabbix.csv,0.4,0.42,0.64,0.6,0.8,0.7,0.48,0.88,0.76,0.78,0.49,0.4,0.61,0.59
