,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.66,0.71,0.11,0.34,0.8,0.6,0.12,0.64,0.51,0.74,0.55,0.21,0.37,0.52
continuum-ide.csv,0.55,0.19,0.31,0.0,0.94,0.24,0.41,0.76,0.0,0.21,0.21,0.11,0.36,0.07
free-evolution.csv,0.87,0.58,0.7,0.64,0.71,0.8,0.72,0.57,0.51,0.78,0.66,0.3,0.51,0.55
gtad.csv,0.95,0.17,0.49,0.12,0.91,0.45,0.35,0.39,0.24,0.31,0.28,0.06,0.32,0.2
jaxen.csv,0.47,0.0,0.58,0.83,0.0,0.98,0.51,0.45,0.53,0.43,0.56,0.57,0.37,0.54
jruby.csv,0.54,0.34,0.4,0.3,0.0,0.63,0.57,0.5,0.26,0.68,0.25,0.41,0.66,0.3
jsr308-langtools.csv,0.68,0.61,0.39,0.41,0.0,0.05,0.92,0.36,0.3,0.0,0.49,0.43,0.38,0.59
kaffeine.csv,0.17,0.87,0.66,0.22,0.83,0.66,0.0,0.3,0.0,0.46,0.61,0.64,0.42,0.63
oorexx.csv,0.0,0.46,0.7,0.34,0.0,0.0,0.49,0.07,0.33,0.21,0.54,0.21,0.21,0.71
qedo.csv,0.0,0.0,0.11,0.12,0.99,0.23,0.3,0.58,0.39,0.21,0.48,0.8,0.07,0.5
sarasvati.csv,0.52,0.15,0.73,0.23,0.93,0.05,0.63,0.6,0.36,0.57,0.28,0.26,0.36,0.13
taokgame.csv,0.54,0.12,0.11,0.98,0.0,0.44,0.27,0.21,0.5,0.17,0.31,0.0,0.1,0.29
zabbix.csv,0.73,0.58,0.54,0.33,0.0,0.61,0.68,0.14,0.48,0.26,0.5,0.16,0.53,0.52
