,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,385.0,98.5,940.5,3392.0,1902.0,896.0,224.5,292.0,97.5,96.5,1019.5,97.5,99.0,386.5
continuum-ide.csv,62.5,176.0,185.0,1277.0,849.5,444.5,92.5,193.0,0.0,127.0,451.5,152.0,99.0,206.5
free-evolution.csv,388.5,92.5,98.5,2634.5,1713.0,273.5,291.5,193.0,98.5,97.5,847.5,99.0,99.0,287.5
gtad.csv,93.5,46.5,98.5,997.0,1146.0,178.0,92.5,95.5,98.5,272.5,484.0,554.5,99.0,174.0
jaxen.csv,678.0,98.5,98.5,1248.5,2716.0,459.5,190.0,292.0,99.0,293.0,463.0,98.5,99.0,383.0
jruby.csv,573.5,88.5,98.5,3091.5,1492.5,171.0,291.5,279.5,97.5,97.5,323.0,99.0,98.5,482.0
jsr308-langtools.csv,678.0,98.5,197.5,3417.0,2892.0,1454.0,95.5,193.0,98.5,196.5,1220.5,99.0,99.0,273.5
kaffeine.csv,383.0,98.5,197.5,2698.5,1717.5,896.0,291.5,292.0,99.0,181.0,1226.5,99.0,99.0,386.5
oorexx.csv,301.0,98.5,197.5,1093.0,414.0,0.0,92.5,75.5,95.5,86.5,1132.0,99.0,99.0,177.0
qedo.csv,630.5,98.5,177.0,1426.0,180.5,354.0,291.5,292.0,97.5,284.5,1126.5,98.5,87.5,184.0
sarasvati.csv,869.5,84.5,483.0,1701.0,1090.0,1615.0,191.0,91.5,98.5,97.5,177.0,99.0,99.0,80.5
taokgame.csv,287.5,46.5,372.5,106.0,1137.5,542.0,88.5,235.5,99.0,97.5,85.5,3113.5,97.5,172.0
zabbix.csv,582.5,98.5,197.5,1912.0,632.0,725.0,92.5,88.5,98.5,97.5,934.5,99.0,99.0,371.0
