,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.4,0.64,0.6,0.75,0.12,0.28,0.48,0.41,0.7,0.92,0.67,0.17,0.35,0.5,0.77,0.65,0.7
all-plasm.csv,0.11,0.7,0.4,0.55,0.96,0.55,0.48,0.25,0.21,0.83,0.16,0.62,0.22,0.76,0.38,0.47,0.63
applet2app.csv,0.66,0.58,0.73,0.13,0.61,0.63,0.63,0.66,0.61,0.67,0.58,0.45,0.48,0.48,0.76,0.68,0.66
autat.csv,0.31,0.48,0.62,0.54,0.82,0.56,0.6,0.63,0.12,0.64,0.16,0.33,0.63,0.38,0.77,0.31,0.62
autowikibrowser.csv,0.53,0.72,0.76,0.27,0.12,0.52,0.64,0.46,0.53,0.84,0.52,0.55,0.65,0.3,0.72,0.69,0.64
gbif-providertoolkit.csv,0.53,0.2,0.57,0.66,0.82,0.56,0.49,0.71,0.38,0.48,0.16,0.62,0.48,0.57,0.66,0.61,0.73
htmlunit.csv,0.6,0.53,0.67,0.27,0.44,0.56,0.58,0.58,0.65,0.93,0.56,0.5,0.53,0.5,0.63,0.59,0.56
kmatplot.csv,0.43,0.53,0.83,0.05,0.6,0.39,0.6,0.52,0.58,0.79,0.04,0.0,0.42,0.54,0.56,0.47,0.77
mcore3d.csv,0.06,0.63,0.65,0.0,0.12,0.69,0.48,0.55,0.36,0.82,0.6,0.6,0.6,0.46,0.04,0.66,0.69
nh3d.csv,0.0,0.0,0.0,1.0,0.0,0.17,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qgo.csv,0.37,0.84,0.62,0.05,0.22,0.63,0.7,0.58,0.57,0.87,0.36,0.47,0.63,0.39,0.74,0.55,0.41
qtwin.csv,0.0,0.61,0.25,0.29,0.0,0.02,0.51,0.09,0.21,0.98,0.12,0.09,0.15,0.33,0.17,0.02,0.45
reactos-mirror.csv,0.64,0.34,0.73,0.0,0.33,0.61,0.52,0.65,0.67,0.3,0.79,0.32,0.53,0.48,0.42,0.7,0.68
taokgame.csv,0.25,0.63,0.51,0.0,0.98,0.2,0.39,0.17,0.13,0.84,0.24,0.4,0.35,0.6,0.65,0.24,0.56
unbvision.csv,0.26,0.51,0.65,0.0,0.63,0.4,0.51,0.52,0.59,0.6,0.68,0.4,0.57,0.32,0.73,0.47,0.61
uwom.csv,0.43,0.51,0.68,0.05,0.7,0.62,0.57,0.66,0.51,0.54,0.12,0.17,0.42,0.41,0.67,0.51,0.82
wishmaster.csv,0.0,0.61,0.42,0.0,0.12,0.47,0.51,0.46,0.5,0.65,0.41,0.77,0.34,0.17,0.65,0.48,0.27
