,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.22,0.24,0.74,0.43,0.31,0.38,0.51,0.5,0.55,0.32
empserver.csv,0.38,0.45,0.78,0.26,0.61,1.0,0.83,0.7,0.5,0.32
enlightenment.csv,0.99,1.0,1.0,0.65,1.0,1.0,1.0,0.99,1.0,1.0
ffigo.csv,0.51,0.31,0.27,0.0,0.0,0.0,0.3,0.83,0.3,0.0
ildjit.csv,0.42,0.66,0.38,0.24,0.44,0.0,0.88,0.47,0.8,0.26
jfreereport.csv,0.12,0.03,0.43,0.16,0.06,0.0,0.23,0.22,0.06,0.05
mplayer-ce.csv,0.53,0.41,0.97,0.44,0.81,1.0,0.95,0.64,0.54,0.63
psycle.csv,0.65,0.62,0.76,0.86,0.72,0.88,0.96,0.5,0.85,0.5
wikipediardware.csv,0.71,0.45,0.99,0.75,0.97,1.0,0.92,0.64,0.75,0.68
wxjs.csv,0.06,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0
