,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,gnome-jabber.csv,chaosrts.csv,exl.csv
avifile.csv,0.0,3.0,0.0,101.0,3.0,2.0,9.0,1.0,26.0,1.0,6.0,23.0,2.0,0.0,31.0,9.0,0.0,3.0,1.0,1.0
baadengine.csv,0.0,3.0,0.0,65.0,2.0,0.0,11.0,3.0,0.0,5.0,12.0,23.0,2.0,1.0,10.0,6.0,0.0,3.0,2.0,0.0
bibedt.csv,0.0,0.0,0.0,54.0,0.0,0.0,6.0,2.0,5.0,0.0,5.0,12.0,0.0,3.0,13.0,27.0,0.0,3.0,0.0,0.0
cascading.csv,0.0,0.0,0.0,20.0,0.0,1.0,1.0,7.0,2.0,2.0,5.0,13.0,1.0,3.0,16.0,7.0,0.0,0.0,3.0,0.0
chaosrts.csv,0.0,69.0,0.0,19.0,0.0,1.0,11.0,0.0,4.0,3.0,4.0,10.0,2.0,3.0,1.0,18.0,0.0,3.0,0.0,0.0
exl.csv,0.0,1.0,0.0,65.0,4.0,0.0,6.0,1.0,0.0,5.0,1.0,49.0,8.0,1.0,67.0,8.0,0.0,0.0,2.0,1.0
gnome-jabber.csv,0.0,3.0,0.0,101.0,3.0,2.0,4.0,1.0,0.0,7.0,9.0,14.0,13.0,0.0,17.0,4.0,0.0,0.0,3.0,0.0
gogoego.csv,0.0,4.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,7.0,11.0,49.0,1.0,3.0,35.0,3.0,0.0,0.0,0.0,0.0
httpcontentparser.csv,0.0,21.0,0.0,101.0,0.0,3.0,0.0,3.0,0.0,1.0,6.0,23.0,0.0,5.0,62.0,0.0,0.0,0.0,0.0,1.0
impala.csv,1.0,2.0,0.0,52.0,4.0,0.0,6.0,4.0,0.0,7.0,5.0,14.0,2.0,0.0,17.0,5.0,0.0,3.0,2.0,1.0
jaxlib.csv,0.0,1.0,0.0,101.0,1.0,0.0,0.0,2.0,0.0,8.0,3.0,2.0,0.0,3.0,6.0,7.0,0.0,0.0,2.0,0.0
jgameai.csv,0.0,69.0,200.0,101.0,1.0,1.0,8.0,0.0,5.0,0.0,20.0,11.0,7.0,2.0,205.0,207.0,0.0,3.0,1.0,53.0
jhotdraw.csv,0.0,3.0,0.0,64.0,4.0,0.0,97.0,5.0,2.0,8.0,13.0,20.0,8.0,0.0,32.0,8.0,0.0,3.0,2.0,0.0
patterntesting.csv,1.0,2.0,0.0,81.0,0.0,0.0,7.0,5.0,0.0,0.0,6.0,24.0,0.0,0.0,70.0,16.0,0.0,0.0,1.0,0.0
pokeglobal.csv,1.0,3.0,0.0,12.0,0.0,10.0,11.0,3.0,0.0,8.0,6.0,49.0,2.0,0.0,70.0,7.0,0.0,1.0,2.0,0.0
snakeyaml.csv,0.0,17.0,0.0,33.0,4.0,0.0,2.0,5.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0
unflobtactical.csv,0.0,1.0,0.0,42.0,1.0,0.0,0.0,2.0,0.0,6.0,10.0,17.0,0.0,0.0,10.0,7.0,0.0,0.0,3.0,0.0
werx.csv,1.0,3.0,0.0,83.0,4.0,0.0,11.0,5.0,0.0,8.0,6.0,25.0,2.0,0.0,70.0,7.0,0.0,3.0,2.0,0.0
zealos.csv,2.0,0.0,0.0,101.0,0.0,1.0,7.0,0.0,0.0,1.0,187.0,3.0,50.0,0.0,205.0,207.0,0.0,0.0,2.0,0.0
