,recall,precision,pf,pci_20,ifa,wins
avifile.csv,0.24000000000000002,0.31,0.235,0.93,2.5,13
baadengine.csv,0.91,0.315,0.795,0.375,2.5,3
bibedt.csv,0.605,0.525,0.445,0.505,1.0,17
cascading.csv,0.685,0.425,0.43,0.44,1.5,10
chaosrts.csv,0.5800000000000001,0.325,0.5,0.535,2.5,7
exl.csv,0.73,0.33499999999999996,0.65,0.475,1.0,9
gnome-jabber.csv,0.6,0.4,0.545,0.47,3.0,6
gogoego.csv,0.515,0.43,0.39,0.475,0.5,12
httpcontentparser.csv,0.49,0.45999999999999996,0.405,0.495,0.5,15
impala.csv,0.625,0.275,0.66,0.54,2.5,4
jaxlib.csv,0.515,0.395,0.335,0.61,1.0,16
jgameai.csv,0.03,0.135,0.05,0.67,6.0,0
jhotdraw.csv,0.5700000000000001,0.28,0.665,0.595,3.5,2
patterntesting.csv,0.97,0.32,0.9299999999999999,0.39,0.5,8
pokeglobal.csv,0.935,0.315,0.75,0.46,2.5,5
snakeyaml.csv,0.43000000000000005,0.405,0.295,0.505,1.0,11
unflobtactical.csv,0.75,0.395,0.54,0.5,0.5,14
werx.csv,0.98,0.3,0.995,0.41,3.0,1
zealos.csv,0.15000000000000002,0.45999999999999996,0.11,0.795,1.0,18
