,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.44,0.92,0.5,0.33,0.81,0.52,0.54,0.9,0.43,0.53,0.75,0.75,0.4,0.4,0.43,0.48,0.78
bionote.csv,0.67,0.0,0.67,0.8,0.0,0.75,0.0,0.5,0.67,0.83,0.0,0.0,0.88,0.92,0.83,0.67,0.0
bullet.csv,0.39,0.36,0.3,0.33,0.45,0.43,0.4,0.43,0.34,0.42,0.42,0.56,0.36,0.33,0.3,0.41,0.49
dxengine.csv,0.71,0.92,0.71,0.59,0.56,0.75,0.59,0.92,0.62,0.82,0.75,0.67,0.52,0.64,0.61,0.55,0.68
emono.csv,0.96,0.95,0.43,0.35,0.65,0.56,0.56,0.47,0.52,0.51,0.68,0.78,0.59,0.94,0.5,0.65,0.52
findbugs.csv,0.94,0.82,0.87,0.9,0.46,0.74,0.67,0.46,0.9,0.88,0.66,0.55,0.75,0.66,0.69,0.61,0.65
hazelcast.csv,0.3,0.36,0.27,0.26,0.39,0.35,0.34,0.4,0.3,0.32,0.35,0.39,0.36,0.31,0.31,0.31,0.43
jedit.csv,0.5,0.94,0.35,0.37,0.83,0.44,0.59,0.46,0.42,0.54,0.89,0.8,0.43,0.39,0.45,0.5,0.58
jmonkeyengine.csv,0.71,0.88,0.83,0.88,0.75,0.86,0.86,0.67,0.78,0.88,0.86,0.0,0.0,0.65,0.92,0.73,0.75
kolmafia.csv,0.63,0.67,0.34,0.48,0.56,0.5,0.55,0.9,0.35,0.73,0.7,0.5,0.44,0.43,0.44,0.5,0.77
lamp.csv,0.92,0.92,0.86,0.88,0.9,0.57,0.63,0.68,0.0,0.75,0.8,0.75,0.62,0.73,0.9,0.82,0.93
lcfizvtop.csv,0.93,0.87,0.65,0.83,0.83,0.69,0.92,0.9,0.83,0.62,0.66,0.9,0.6,0.68,0.75,0.59,0.88
onotoa.csv,0.51,0.59,0.39,0.36,0.54,0.5,0.49,0.53,0.48,0.39,0.79,0.82,0.43,0.62,0.39,0.87,0.55
openintents.csv,0.63,0.54,0.67,0.55,0.78,0.77,0.9,0.69,0.67,0.62,0.69,0.93,0.9,0.63,0.68,0.56,0.92
qlc.csv,0.89,0.96,0.89,0.86,0.83,0.83,0.88,0.93,0.5,0.5,0.89,0.0,0.0,0.0,0.75,0.83,0.0
triplea.csv,0.4,0.52,0.41,0.33,0.38,0.37,0.32,0.49,0.47,0.45,0.48,0.47,0.4,0.4,0.37,0.36,0.47
