,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.56,0.08,0.62,0.61,0.28,0.6,0.44,0.21,0.25,0.55,0.98,0.13,0.28,0.7,0.38,0.64,0.36
bionote.csv,0.09,0.0,0.11,0.07,0.0,0.1,0.0,0.0,0.1,0.13,0.0,0.0,1.0,0.3,0.24,0.1,0.0
bullet.csv,0.64,0.18,0.75,0.63,0.51,0.85,1.0,0.25,0.42,0.65,0.47,0.48,0.24,0.71,0.45,0.78,0.75
dxengine.csv,0.46,0.16,0.43,0.35,1.0,0.36,0.47,0.07,0.41,0.31,0.22,0.0,0.28,0.43,0.39,0.51,0.37
emono.csv,0.34,0.12,0.65,0.49,0.26,0.57,0.55,0.24,0.34,0.61,0.58,0.3,0.17,0.28,0.4,0.51,0.98
findbugs.csv,0.3,0.16,0.38,0.24,0.48,0.46,0.39,0.27,0.07,0.41,0.26,0.24,0.5,0.51,0.96,0.54,0.38
hazelcast.csv,0.65,0.19,0.75,0.57,0.52,1.0,0.85,0.24,0.41,0.85,0.51,0.31,0.25,0.72,0.47,0.92,0.79
jedit.csv,0.96,0.2,0.73,0.52,0.27,0.61,0.52,0.29,0.5,0.46,0.41,0.25,0.32,0.7,0.32,0.55,0.57
jmonkeyengine.csv,0.44,0.27,0.21,0.39,0.06,0.23,0.14,0.0,1.0,0.17,0.22,0.0,0.0,0.46,0.39,0.41,0.05
kolmafia.csv,0.52,0.18,0.69,0.52,0.47,0.67,0.56,0.0,0.38,0.4,0.53,0.15,0.29,1.0,0.45,0.55,0.37
lamp.csv,0.25,0.92,0.26,0.39,0.16,0.41,0.44,0.23,0.0,0.31,0.13,0.27,0.42,0.42,0.42,0.32,0.26
lcfizvtop.csv,0.29,0.27,0.49,0.23,0.27,0.38,0.28,0.21,0.17,0.44,0.19,0.95,0.43,0.43,0.45,0.45,0.14
onotoa.csv,0.59,0.24,0.65,0.55,0.41,0.73,0.63,0.3,0.34,1.0,0.41,0.18,0.2,0.41,0.56,0.41,0.6
openintents.csv,0.47,0.15,0.48,0.93,0.22,0.47,0.26,0.22,0.38,0.45,0.63,0.08,0.22,0.44,0.34,0.64,0.36
qlc.csv,0.35,0.05,0.24,0.27,0.24,0.07,0.13,0.91,0.1,0.05,0.09,0.0,0.22,0.0,0.12,0.45,0.02
triplea.csv,0.64,0.28,0.97,0.48,0.54,0.92,0.79,0.28,0.35,0.66,0.55,0.38,0.25,0.6,0.42,0.8,0.67
