,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.66,0.07,0.5,0.78,0.22,0.44,0.31,0.17,0.33,0.39,0.96,0.09,0.75,0.79,0.43,0.47,0.26
bionote.csv,0.05,0.0,0.06,0.04,0.0,0.05,0.0,0.0,0.06,0.07,0.0,0.0,1.0,0.19,0.14,0.05,0.0
bullet.csv,0.79,0.86,0.88,0.87,0.85,0.84,1.0,0.72,0.72,0.55,0.68,0.64,0.75,0.89,0.68,0.64,0.85
dxengine.csv,0.34,0.21,0.31,0.3,1.0,0.22,0.31,0.06,0.39,0.19,0.16,0.0,0.5,0.32,0.32,0.34,0.25
emono.csv,0.25,0.14,0.56,0.61,0.26,0.42,0.4,0.5,0.44,0.47,0.68,0.27,0.38,0.19,0.43,0.34,0.96
findbugs.csv,0.23,0.36,0.28,0.17,0.56,0.35,0.25,0.67,0.06,0.27,0.36,0.36,0.38,0.43,0.93,0.38,0.26
hazelcast.csv,0.95,0.93,0.91,0.96,1.0,1.0,0.94,0.94,0.83,0.89,0.92,1.0,1.0,0.98,0.79,0.84,1.0
jedit.csv,0.92,0.21,0.72,0.57,0.22,0.45,0.37,0.61,0.61,0.31,0.28,0.18,0.75,0.68,0.32,0.38,0.48
jmonkeyengine.csv,0.36,0.21,0.12,0.26,0.04,0.13,0.07,0.0,1.0,0.09,0.2,0.0,0.0,0.34,0.29,0.26,0.02
kolmafia.csv,0.41,0.29,0.69,0.52,0.52,0.51,0.42,0.0,0.61,0.26,0.48,0.09,0.62,1.0,0.5,0.38,0.28
lamp.csv,0.15,0.86,0.16,0.26,0.11,0.25,0.28,0.28,0.0,0.19,0.08,0.18,0.62,0.28,0.29,0.19,0.15
lcfizvtop.csv,0.18,0.43,0.38,0.17,0.22,0.24,0.16,0.22,0.11,0.3,0.2,0.91,0.62,0.32,0.36,0.29,0.08
onotoa.csv,0.69,0.71,0.66,0.78,0.56,0.65,0.54,0.72,0.61,1.0,0.48,0.27,0.75,0.34,0.82,0.26,0.56
openintents.csv,0.46,0.36,0.38,0.87,0.19,0.35,0.15,0.44,0.44,0.32,0.76,0.09,0.25,0.36,0.29,0.47,0.24
qlc.csv,0.28,0.07,0.16,0.17,0.15,0.04,0.07,0.83,0.06,0.03,0.08,0.0,0.12,0.0,0.07,0.29,0.01
triplea.csv,0.77,0.71,0.97,0.7,0.81,0.89,0.78,0.61,0.5,0.54,0.64,0.82,0.88,0.66,0.54,0.67,0.68
