,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.49,0.08,0.8,0.5,0.38,0.96,0.75,0.3,0.2,0.91,1.0,0.25,0.17,0.64,0.34,1.0,0.58
bionote.csv,1.0,0.0,0.67,0.2,0.0,0.75,0.0,0.0,0.33,0.83,0.0,0.0,1.0,0.69,0.67,1.0,0.0
bullet.csv,0.53,0.1,0.65,0.5,0.36,0.87,1.0,0.15,0.3,0.79,0.35,0.39,0.14,0.58,0.34,1.0,0.67
dxengine.csv,0.68,0.12,0.71,0.41,1.0,1.0,0.95,0.08,0.44,0.82,0.33,0.0,0.19,0.68,0.5,1.0,0.71
emono.csv,0.56,0.11,0.78,0.41,0.27,0.92,0.84,0.16,0.28,0.85,0.5,0.33,0.11,0.53,0.38,1.0,1.0
findbugs.csv,0.42,0.1,0.6,0.4,0.43,0.7,0.81,0.17,0.1,0.83,0.2,0.18,0.75,0.62,1.0,0.96,0.68
hazelcast.csv,0.5,0.11,0.64,0.41,0.36,1.0,0.77,0.14,0.27,0.8,0.35,0.19,0.15,0.57,0.34,1.0,0.66
jedit.csv,1.0,0.19,0.74,0.48,0.33,0.93,0.86,0.19,0.42,0.88,0.78,0.4,0.2,0.73,0.31,1.0,0.72
jmonkeyengine.csv,0.58,0.38,0.67,0.75,0.25,1.0,0.71,0.0,1.0,0.88,0.24,0.0,0.0,0.7,0.62,1.0,0.5
kolmafia.csv,0.71,0.13,0.69,0.52,0.44,1.0,0.85,0.0,0.28,0.86,0.6,0.5,0.19,1.0,0.41,1.0,0.56
lamp.csv,0.75,1.0,0.71,0.75,0.3,1.0,1.0,0.2,0.0,0.88,0.4,0.5,0.31,0.87,0.8,1.0,0.86
lcfizvtop.csv,0.79,0.19,0.71,0.33,0.33,1.0,0.92,0.2,0.33,0.85,0.17,1.0,0.33,0.68,0.62,1.0,0.75
onotoa.csv,0.52,0.14,0.64,0.43,0.33,0.82,0.77,0.19,0.24,1.0,0.36,0.14,0.12,0.5,0.43,1.0,0.63
openintents.csv,0.47,0.09,0.67,1.0,0.28,0.73,1.0,0.15,0.33,0.75,0.54,0.07,0.2,0.57,0.42,1.0,0.76
qlc.csv,0.46,0.04,0.56,0.57,0.67,0.33,0.62,1.0,0.5,1.0,0.11,0.0,1.0,0.0,0.5,0.94,1.0
triplea.csv,0.54,0.17,0.97,0.37,0.4,0.96,0.8,0.18,0.26,0.85,0.48,0.25,0.15,0.54,0.35,1.0,0.67
