,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.42,0.49,0.52,0.38,0.46,0.45,0.43,0.46,0.52,0.45,0.42,0.39,0.61,0.54,0.54,0.58,0.47,0.37,0.39,0.53
decidr.csv,0.44,0.34,0.39,0.36,0.49,0.39,0.36,0.4,0.41,0.42,0.42,0.32,0.44,0.39,0.47,0.42,0.43,0.3,0.41,0.5
elmo.csv,0.75,0.52,0.9,0.91,0.94,0.66,0.78,0.92,0.86,0.92,0.9,0.67,0.95,0.0,0.88,0.98,0.89,0.83,0.89,0.84
gpac.csv,0.97,0.5,0.44,0.41,0.47,0.42,0.38,0.4,0.7,0.44,0.35,0.5,0.44,0.38,0.45,0.48,0.44,0.3,0.58,0.52
img-browse-sort.csv,0.41,0.38,0.52,0.45,0.55,0.43,0.49,0.42,0.61,0.52,0.38,0.52,0.61,0.41,0.51,0.58,0.47,0.55,0.42,0.78
jajuk.csv,0.34,0.37,0.36,0.38,0.37,0.34,0.38,0.29,0.4,0.38,0.35,0.3,0.33,0.4,0.37,0.37,0.38,0.39,0.35,0.4
ktc.csv,0.39,0.5,0.39,0.4,0.5,0.4,0.88,0.3,0.52,0.59,0.44,0.38,0.4,0.53,0.75,0.45,0.39,0.29,0.37,0.47
nativeclient.csv,0.38,0.41,0.54,0.41,0.55,0.43,0.48,0.41,0.58,0.61,0.41,0.56,0.49,0.43,0.53,0.49,0.47,0.35,0.38,0.58
neoengine.csv,0.6,0.5,0.48,0.39,0.5,0.4,0.46,0.4,0.84,0.46,0.39,0.32,0.37,0.44,0.77,0.44,0.42,0.37,0.47,0.49
nicepress.csv,0.5,0.49,0.45,0.43,0.48,0.51,0.58,0.39,0.47,0.54,0.43,0.33,0.44,0.54,0.48,0.69,0.48,0.4,0.6,0.49
omseek.csv,0.88,0.5,0.95,0.61,0.92,0.92,0.0,0.62,0.97,0.83,0.91,0.67,0.95,0.46,0.95,0.7,0.5,0.46,0.48,0.91
rosegarden.csv,0.39,0.42,0.47,0.39,0.53,0.4,0.92,0.38,0.52,0.53,0.41,0.49,0.5,0.9,0.58,0.45,0.44,0.35,0.34,0.53
sigil.csv,0.44,0.56,0.51,0.47,0.57,0.45,0.55,0.77,0.64,0.56,0.5,0.93,0.97,0.4,0.5,0.54,0.45,0.44,0.49,0.92
smarttag.csv,0.46,0.45,0.43,0.67,0.55,0.55,0.5,0.94,0.61,0.49,0.69,0.73,0.94,0.5,0.49,0.48,0.45,0.5,0.47,0.86
sylpheed-claws.csv,0.36,0.5,0.43,0.37,0.49,0.41,0.35,0.41,0.4,0.42,0.35,0.35,0.43,0.38,0.44,0.43,0.44,0.28,0.32,0.49
tango-cs.csv,0.47,0.59,0.41,0.7,0.52,0.49,0.53,0.94,0.45,0.44,0.42,0.6,0.51,0.88,0.42,0.49,0.43,0.55,0.53,0.54
vapor.csv,0.0,0.5,0.42,0.44,0.5,0.47,0.38,0.33,0.0,0.42,0.35,0.0,0.0,0.4,0.44,0.39,0.44,0.31,0.0,0.54
xemeiah.csv,0.45,0.78,0.39,0.44,0.57,0.44,0.61,0.37,0.62,0.46,0.36,0.36,0.4,0.39,0.53,0.67,0.44,0.31,0.39,0.86
zorannt.csv,0.5,0.38,0.89,0.41,0.47,0.48,0.49,0.41,0.67,0.55,0.53,0.37,0.39,0.44,0.45,0.55,0.47,0.5,0.37,0.55
zscreen.csv,0.44,0.86,0.51,0.42,0.56,0.48,0.49,0.89,0.54,0.52,0.48,0.91,0.94,0.65,0.48,0.55,0.47,0.33,0.41,0.96
