,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.98,0.2,1.0,0.96,0.96,0.94,0.97,1.0,0.8,0.97,1.0,0.94,0.96,1.02,0.97,0.97,0.97,1.0,0.95,0.99
etherboot.csv,0.79,0.99,0.81,0.76,0.77,0.83,0.67,0.74,0.05,0.85,0.83,0.96,0.9,0.85,0.77,0.79,0.84,1.0,0.8,0.77
gebr.csv,0.6,0.89,0.48,0.73,0.79,0.75,0.73,0.8,0.74,0.77,0.87,0.92,0.11,0.83,0.82,0.65,0.69,0.77,0.76,0.8
gpac.csv,0.8,0.81,0.81,0.79,0.85,0.72,0.74,0.8,0.74,0.09,0.79,0.81,0.78,0.7,0.77,0.74,0.65,0.91,0.68,0.72
gstreamer.csv,0.5,0.87,0.53,0.65,0.48,0.59,0.55,0.49,0.7,0.71,0.67,0.66,0.52,0.57,0.68,0.45,0.53,0.95,0.03,0.66
kml.csv,0.77,0.88,0.61,0.59,0.7,0.75,0.77,0.72,0.77,0.62,0.78,0.67,0.6,0.85,0.56,0.03,0.59,0.78,0.62,0.66
ktc.csv,0.04,0.83,0.52,0.42,0.58,0.83,0.51,0.71,0.7,0.7,0.79,0.62,0.66,0.47,0.6,0.66,0.58,0.76,0.73,0.6
mbse.csv,0.65,0.72,0.75,0.65,0.69,1.0,0.65,0.66,0.68,0.79,0.71,0.17,1.01,0.77,0.66,0.92,0.78,0.6,0.76,0.71
miranda.csv,0.48,0.62,0.88,0.55,0.6,0.64,0.74,0.56,0.73,0.67,0.69,0.71,0.64,0.44,0.67,0.84,0.61,0.81,0.55,0.02
neoengine.csv,0.67,0.93,0.05,0.58,0.85,0.61,0.59,0.62,0.67,0.63,0.73,0.72,0.85,0.76,0.71,0.91,0.68,0.68,0.86,0.75
nicepress.csv,0.59,1.01,0.8,0.66,0.8,0.98,0.57,0.03,0.93,0.82,0.93,0.66,0.66,0.65,0.62,0.42,0.75,0.89,0.68,0.76
omseek.csv,0.93,1.0,0.97,0.87,0.9,0.87,0.88,0.62,1.0,0.84,0.81,0.66,0.9,0.82,0.12,0.8,0.78,1.0,0.92,0.92
pcsx2.csv,0.43,0.7,0.52,0.53,0.7,0.53,0.5,0.64,0.65,0.54,0.71,0.99,0.53,0.63,0.5,0.55,0.01,1.02,0.61,0.57
plplot.csv,0.6,1.0,0.54,0.47,0.77,0.6,0.49,0.55,0.76,1.0,0.77,1.0,0.66,0.24,0.48,1.0,0.7,0.92,0.68,0.59
rosegarden.csv,0.45,0.65,0.57,0.55,0.61,0.87,0.03,0.65,0.8,0.69,0.59,0.64,0.66,0.62,0.68,0.71,0.58,0.9,0.66,0.53
smarttag.csv,0.39,0.82,0.69,0.61,0.58,0.68,0.58,0.45,0.76,0.69,0.0,0.79,0.8,0.77,0.72,0.69,0.56,0.79,0.86,0.51
vapor.csv,0.72,1.0,0.81,0.88,0.2,0.96,0.78,0.92,0.82,0.86,0.61,0.88,0.83,0.95,0.82,0.86,0.86,1.01,0.68,0.68
wxjs.csv,1.0,1.0,0.98,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.12,0.97,1.0
zorannt.csv,0.85,0.68,0.88,0.04,0.87,0.78,0.76,0.7,0.92,0.7,1.0,0.75,0.87,0.81,0.73,0.63,0.81,0.89,0.77,0.88
zscreen.csv,0.63,0.57,0.72,0.69,0.74,0.04,0.76,0.72,0.71,0.74,0.7,0.97,0.6,0.73,0.66,0.38,0.52,1.04,0.57,0.67
