,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.03,0.89,0.0,0.07,0.07,0.12,0.06,0.0,0.25,0.07,0.0,0.09,0.44,0.0,0.04,0.05,0.05,0.0,0.09,0.03
etherboot.csv,0.35,0.07,0.28,0.23,0.29,0.57,0.37,0.42,0.98,0.25,0.21,0.07,0.49,0.27,0.16,0.35,0.36,0.0,0.33,0.39
gebr.csv,0.64,0.08,0.63,0.29,0.46,0.75,0.48,0.57,0.4,0.67,0.45,0.41,0.94,0.44,0.22,0.65,0.79,0.12,0.72,0.81
gpac.csv,0.3,0.15,0.27,0.18,0.2,0.61,0.32,0.32,0.3,0.95,0.33,0.25,0.36,0.34,0.2,0.39,0.53,0.06,0.47,0.47
gstreamer.csv,0.61,0.07,0.55,0.27,0.53,0.58,0.48,0.56,0.34,0.62,0.35,0.46,0.65,0.44,0.19,0.68,0.66,0.05,0.98,0.69
kml.csv,0.41,0.06,0.52,0.36,0.33,0.39,0.33,0.42,0.27,0.58,0.27,0.36,0.57,0.2,0.26,0.99,0.62,0.14,0.61,0.56
ktc.csv,0.97,0.1,0.56,0.47,0.43,0.28,0.55,0.39,0.33,0.47,0.3,0.43,0.5,0.52,0.27,0.47,0.58,0.12,0.41,0.58
mbse.csv,0.54,0.12,0.5,0.26,0.39,0.48,0.41,0.44,0.38,0.52,0.32,0.9,0.65,0.36,0.22,0.5,0.55,0.21,0.47,0.56
miranda.csv,0.64,0.22,0.55,0.32,0.43,0.52,0.32,0.5,0.39,0.53,0.37,0.42,0.56,0.55,0.22,0.32,0.62,0.11,0.64,0.99
neoengine.csv,0.57,0.14,0.97,0.32,0.37,0.72,0.48,0.49,0.37,0.63,0.33,0.39,0.73,0.38,0.2,0.56,0.66,0.15,0.67,0.74
nicepress.csv,0.51,0.0,0.29,0.27,0.25,0.04,0.47,0.99,0.11,0.32,0.11,0.37,0.5,0.39,0.26,0.69,0.39,0.09,0.59,0.41
omseek.csv,0.12,0.0,0.05,0.17,0.15,0.26,0.18,0.46,0.0,0.29,0.24,0.38,0.39,0.26,0.92,0.37,0.35,0.0,0.15,0.15
pcsx2.csv,0.65,0.18,0.56,0.36,0.33,0.65,0.51,0.45,0.38,0.76,0.38,0.4,0.63,0.47,0.29,0.6,0.99,0.0,0.68,0.73
plplot.csv,0.52,0.13,0.54,0.38,0.3,0.59,0.52,0.51,0.28,0.7,0.3,0.4,0.69,0.86,0.29,0.65,0.77,0.06,0.72,0.71
rosegarden.csv,0.64,0.14,0.52,0.39,0.41,0.59,0.97,0.43,0.25,0.45,0.42,0.41,0.54,0.42,0.19,0.44,0.61,0.07,0.49,0.69
smarttag.csv,0.68,0.12,0.54,0.27,0.43,0.5,0.46,0.59,0.29,0.45,1.0,0.28,0.34,0.31,0.18,0.44,0.61,0.13,0.24,0.64
vapor.csv,0.41,0.0,0.3,0.13,0.89,0.08,0.31,0.15,0.31,0.24,0.44,0.21,0.29,0.09,0.24,0.23,0.24,0.0,0.47,0.48
wxjs.csv,0.0,0.0,0.03,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.93,0.05,0.0
zorannt.csv,0.24,0.14,0.2,0.98,0.18,0.48,0.35,0.38,0.12,0.48,0.42,0.29,0.23,0.28,0.27,0.54,0.45,0.1,0.39,0.22
zscreen.csv,0.47,0.17,0.38,0.24,0.3,0.98,0.29,0.36,0.34,0.5,0.33,0.33,0.57,0.31,0.22,0.73,0.66,0.0,0.64,0.59
