,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.22,0.38,0.09,0.5,0.58,0.35,0.36,0.46,0.11,0.67,0.22,0.31
gamestone.csv,0.47,0.29,0.19,0.29,0.56,0.5,0.39,0.57,0.21,1.0,0.19,0.24
geochat.csv,0.08,0.25,0.11,0.5,0.29,0.31,0.25,0.33,0.22,0.14,0.23,0.4
igarden.csv,0.1,0.45,0.11,0.32,0.41,0.48,0.12,0.55,0.32,0.62,0.39,0.24
ingex.csv,0.17,0.36,0.28,0.28,0.51,0.56,0.76,0.43,0.19,0.46,0.33,0.32
lphant.csv,0.28,0.33,0.18,0.33,0.64,0.41,0.49,0.64,0.18,0.5,0.3,0.27
nabu-library.csv,0.22,0.3,0.22,0.16,0.78,0.4,0.0,0.28,0.0,0.57,0.24,0.19
nebuladevice.csv,0.2,0.0,0.0,0.25,0.47,0.5,0.14,0.33,0.35,0.39,0.27,0.0
owlapi.csv,0.0,0.31,0.35,0.25,0.51,0.33,0.75,0.38,0.15,0.3,0.18,0.24
pi-qmc.csv,0.32,0.3,0.19,0.31,0.66,0.38,0.38,0.42,0.18,0.68,0.22,0.25
trinitycore.csv,0.17,0.36,0.2,0.29,0.57,0.32,0.32,0.6,0.29,0.0,0.37,0.21
twostep.csv,0.18,0.34,0.16,0.29,0.49,0.35,0.79,0.43,0.2,0.53,0.26,0.25
