,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.76,0.91,0.92,0.44,0.67,0.82,0.74,0.62,0.94,0.73,0.87,0.76
gamestone.csv,0.2,0.74,0.65,0.73,0.95,0.97,0.73,0.82,0.69,0.91,0.9,0.71
geochat.csv,0.87,0.8,0.96,0.71,1.08,0.86,0.98,0.88,0.6,1.04,0.75,0.57
igarden.csv,0.89,0.48,0.9,0.67,0.89,0.56,0.98,0.57,0.57,0.64,0.55,0.88
ingex.csv,0.88,0.63,0.46,0.73,0.87,0.47,0.51,0.69,0.74,0.49,0.69,0.7
lphant.csv,0.37,0.72,0.66,0.69,0.62,0.68,0.56,0.39,0.77,0.39,0.61,0.64
nabu-library.csv,0.57,0.73,0.71,0.91,0.29,0.82,1.0,0.87,1.0,0.82,0.72,0.84
nebuladevice.csv,0.59,1.0,1.0,0.85,0.92,0.63,1.01,0.85,0.39,0.58,0.73,1.0
owlapi.csv,1.07,0.88,0.4,0.83,0.83,0.76,0.88,0.88,0.88,0.69,0.83,0.71
pi-qmc.csv,0.31,0.81,0.63,0.71,0.52,0.75,0.81,0.8,0.77,0.21,0.76,0.71
trinitycore.csv,0.61,0.61,0.96,0.75,0.92,0.82,0.79,0.87,0.47,1.0,0.49,0.83
twostep.csv,0.58,0.73,1.0,1.0,0.96,0.9,0.2,0.85,0.65,0.35,0.75,0.86
