,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.84,0.59,0.61,0.69,0.56,0.58,0.05,0.52,0.6,0.55,0.59,0.39,0.79,0.78
emeraldemu.csv,0.59,0.62,0.53,0.76,0.06,0.79,0.68,0.78,0.64,0.74,0.79,0.81,0.79,0.8
frogatto.csv,0.43,0.46,0.49,0.58,0.61,0.53,0.6,0.62,0.62,0.33,0.56,0.03,0.74,0.8
grafx2.csv,0.57,0.58,0.45,0.63,0.64,0.7,0.7,0.67,0.61,0.02,0.57,0.78,0.54,0.63
jahshakafx.csv,0.02,0.56,0.88,0.79,0.66,0.8,0.66,0.79,0.59,0.66,0.77,0.72,0.6,0.84
nassp.csv,0.55,0.83,0.63,0.6,0.55,0.87,0.64,0.44,0.17,0.63,0.59,0.5,0.65,0.76
netatalk.csv,0.45,0.43,0.53,0.7,0.47,0.62,0.67,0.52,0.49,0.69,0.53,0.58,0.0,0.75
open-beos.csv,0.8,0.52,0.6,0.57,0.57,0.04,0.92,0.8,0.64,0.55,0.63,0.51,0.93,0.74
psycle.csv,0.55,0.78,0.76,0.02,0.67,0.54,0.74,0.75,0.85,0.54,0.69,0.55,0.67,0.78
quantlib.csv,0.9,0.65,0.57,0.73,0.55,0.8,0.58,0.63,0.6,0.84,0.52,0.66,1.0,0.04
reaper-ecad.csv,0.82,0.77,0.04,0.84,0.65,0.85,0.71,0.93,0.66,0.91,0.7,0.79,0.58,0.82
sbml.csv,0.41,0.53,0.78,0.62,0.58,0.63,0.68,0.47,0.57,0.72,0.01,0.63,0.82,0.7
unimrcp.csv,0.62,0.58,0.8,0.69,0.6,0.75,0.67,0.04,0.62,0.74,0.82,0.58,0.72,0.85
unladen-swallow.csv,0.88,0.39,0.96,0.85,0.91,0.89,0.72,0.8,0.6,0.72,0.83,0.83,0.76,0.58
