,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.73,0.6,0.69,0.7,0.49,0.6,0.46,0.38,0.42,0.48,0.51,0.46,0.4,0.88
emeraldemu.csv,0.66,0.7,0.53,0.76,0.63,0.97,0.47,0.92,0.59,0.67,0.94,0.88,0.83,0.94
frogatto.csv,0.42,0.42,0.46,0.47,0.43,0.55,0.36,0.44,0.46,0.33,0.45,0.49,0.46,0.64
grafx2.csv,0.49,0.46,0.53,0.49,0.5,0.52,0.37,0.48,0.38,0.45,0.37,0.49,0.4,0.44
jahshakafx.csv,0.51,0.6,0.91,0.74,0.8,0.98,0.53,0.94,0.78,0.5,0.77,0.83,0.62,0.93
nassp.csv,0.56,1.0,0.81,0.45,0.6,0.96,0.57,0.4,0.9,0.53,0.52,0.4,0.67,0.85
netatalk.csv,0.43,0.43,0.59,0.61,0.51,0.63,0.55,0.48,0.58,0.47,0.46,0.48,0.71,0.92
open-beos.csv,0.51,0.43,0.52,0.48,0.4,0.58,0.36,0.48,0.42,0.56,0.37,0.42,0.47,0.44
psycle.csv,0.39,0.49,0.57,0.49,0.4,0.44,0.36,0.42,0.35,0.42,0.41,0.39,0.37,0.37
quantlib.csv,0.95,0.69,0.53,0.63,0.62,0.98,0.55,0.73,0.56,0.88,0.52,0.67,0.0,0.96
reaper-ecad.csv,0.72,0.87,0.96,0.8,0.84,0.98,0.47,0.83,0.63,0.86,0.65,0.73,0.61,0.96
sbml.csv,0.39,0.44,0.57,0.42,0.39,0.38,0.49,0.39,0.38,0.74,0.39,0.4,0.49,0.4
unimrcp.csv,0.61,0.63,0.91,0.57,0.77,0.88,0.5,0.65,0.67,0.78,0.88,0.47,0.86,0.95
unladen-swallow.csv,0.82,1.0,0.89,0.66,0.95,0.97,0.68,0.72,0.44,0.86,0.55,0.68,0.68,0.56
