,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,104.0,4.0,5.0,0.0,0.0,0.0,0.0,59.0,10.0,12.0
freedom-erp.csv,104.0,10.0,1.0,4.0,1.0,0.0,0.0,59.0,93.0,107.0
jahshaka.csv,23.0,0.0,10.0,15.0,1.0,0.0,1.0,4.0,44.0,26.0
jmoney.csv,104.0,0.0,0.0,45.0,5.0,0.0,6.0,59.0,8.0,11.0
reaper3d.csv,51.0,2.0,12.0,0.0,0.0,0.0,0.0,59.0,8.0,7.0
sblim.csv,104.0,4.0,2.0,0.0,1.0,0.0,5.0,16.0,8.0,12.0
swtfox.csv,15.0,9.0,13.0,14.0,0.0,0.0,2.0,59.0,14.0,9.0
tart.csv,104.0,59.0,23.0,1.0,0.0,1.0,5.0,59.0,0.0,13.0
