,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.0,0.27,0.9,1.0,0.4,0.84,1.0,0.0,1.0,0.12
freedom-erp.csv,0.0,0.18,0.35,0.18,0.2,0.64,0.75,0.0,0.0,0.0
jahshaka.csv,1.0,0.82,0.6,0.36,0.38,0.41,0.62,1.0,0.2,0.25
jmoney.csv,0.0,0.64,0.9,0.73,0.38,0.48,0.32,0.0,0.6,0.62
reaper3d.csv,1.0,0.36,0.6,0.77,0.12,0.11,0.56,0.0,0.4,0.62
sblim.csv,0.0,1.0,0.9,0.91,0.15,0.18,0.28,1.0,1.0,0.12
swtfox.csv,1.0,0.09,0.15,0.18,0.65,0.39,0.26,0.0,0.6,0.5
tart.csv,0.0,0.0,0.7,0.59,0.65,0.3,0.01,0.0,0.8,0.5
