,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.47,0.84,1.0,0.91,0.77,0.95,0.74,0.58,0.7,0.8,0.62,0.47,0.39,0.74,0.86,1.26,0.77,0.63,1.0
apolloplayer.csv,0.81,0.42,0.64,0.83,0.59,0.87,0.91,0.84,0.67,0.48,0.59,0.8,0.78,0.5,0.48,0.75,0.67,0.98,0.86
auber.csv,0.67,0.92,0.77,0.63,1.0,0.84,0.63,0.62,0.83,0.32,1.0,0.91,0.49,0.55,0.7,0.76,0.63,0.92,0.66
cortex-vfx.csv,0.57,0.59,0.64,0.88,0.51,0.66,0.6,0.63,0.61,0.59,0.93,0.42,0.76,0.51,0.75,0.52,0.55,0.83,0.69
growl-for-windows.csv,1.0,0.55,0.69,1.0,1.0,0.61,0.97,0.54,0.65,0.7,0.82,0.92,0.65,0.72,0.97,1.13,0.9,0.37,0.77
ifmo-game-1.csv,0.97,0.92,1.0,1.0,0.7,0.31,0.82,0.94,0.96,0.96,1.01,0.9,1.0,0.96,0.99,0.96,0.89,0.5,1.0
ildjit.csv,0.97,0.88,0.95,0.3,0.79,0.73,0.85,0.9,0.86,0.81,0.95,0.94,0.92,0.98,0.83,0.85,0.75,0.9,0.83
jfreereport.csv,0.74,0.71,0.69,0.97,0.58,0.78,0.84,0.83,0.75,0.79,0.83,0.65,0.69,0.83,0.75,1.06,0.78,0.84,0.95
keyczar.csv,0.81,1.0,0.79,1.0,1.0,1.0,0.9,1.01,0.95,1.01,0.82,1.01,0.4,0.8,0.9,1.01,1.0,0.77,0.7
moast.csv,0.78,0.79,0.78,1.0,0.74,0.99,1.0,0.61,0.87,0.89,0.61,0.75,1.0,0.81,0.71,0.05,0.8,0.91,1.0
opde.csv,0.53,0.82,0.49,0.92,0.5,0.69,0.77,0.51,0.39,0.84,0.83,0.8,0.5,0.48,0.66,0.72,0.89,0.78,0.62
openfrag.csv,0.64,0.8,0.64,0.91,0.99,0.59,0.58,0.42,0.53,0.43,0.88,0.9,1.0,0.51,0.57,0.87,0.82,0.65,0.7
passwordsafe.csv,0.55,0.51,0.51,0.91,0.85,0.72,0.51,0.51,0.43,0.37,0.66,0.58,0.8,0.34,0.37,0.79,0.7,0.69,0.65
ppcboot.csv,1.0,0.85,0.98,1.0,0.99,0.95,0.49,1.0,1.0,1.0,0.92,1.0,0.8,0.93,0.87,1.0,0.81,0.77,0.93
quark.csv,0.49,0.71,0.88,0.97,0.76,0.86,0.95,0.85,0.75,0.71,0.89,0.28,1.0,0.59,0.46,1.03,0.82,0.92,0.95
super-tux.csv,0.73,0.83,0.58,0.96,0.66,0.84,0.86,0.6,0.1,0.89,0.82,0.78,0.79,0.77,0.73,0.78,0.62,0.77,1.01
synergyspace.csv,0.9,0.89,0.68,0.95,0.83,0.7,0.67,0.8,0.92,0.78,0.39,1.0,0.9,0.83,0.96,0.99,0.87,0.88,0.67
wikipediardware.csv,0.91,0.76,0.96,0.86,0.97,0.8,0.75,0.93,0.53,0.6,0.64,1.0,0.6,0.72,0.88,0.97,0.65,0.87,0.32
xtreemfs.csv,0.76,0.53,0.65,0.99,0.52,0.81,0.75,0.39,0.63,0.86,0.57,0.52,0.78,0.52,0.29,0.41,0.6,0.56,1.0
