,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.6,0.93,0.0,0.59,0.75,0.66,0.98,0.53,0.52,0.88,0.65,0.64,0.4,0.94,0.86,0.69,0.97,0.5,0.0
apolloplayer.csv,0.48,0.53,0.72,0.41,0.52,0.93,0.56,0.93,0.72,0.53,0.51,0.38,0.95,0.63,0.46,0.71,0.55,0.89,0.41
auber.csv,0.77,0.46,0.44,0.52,0.42,0.45,0.65,0.45,0.47,0.48,0.45,0.5,0.42,0.69,0.39,0.4,0.65,0.56,0.59
cortex-vfx.csv,0.53,0.45,0.7,0.64,0.58,0.62,0.8,0.71,0.52,0.56,0.91,0.57,0.71,0.49,0.62,0.4,0.69,0.83,0.62
growl-for-windows.csv,0.0,0.37,0.37,0.0,0.0,0.38,0.86,0.43,0.42,0.44,0.58,0.5,0.38,0.81,0.91,0.88,0.96,0.67,0.6
ifmo-game-1.csv,0.75,0.91,0.0,0.67,0.7,0.7,0.79,0.8,0.75,0.89,0.93,0.67,0.0,0.5,0.98,0.89,0.98,0.58,0.0
ildjit.csv,0.5,0.75,0.4,0.66,0.89,0.93,0.52,0.92,0.94,0.57,0.91,0.9,0.92,0.0,0.66,0.77,0.6,0.75,0.89
jfreereport.csv,0.96,0.86,0.79,0.93,0.76,0.54,0.97,0.59,0.5,0.94,0.75,0.88,0.5,0.93,0.72,0.75,0.97,0.86,0.5
keyczar.csv,0.62,0.0,0.68,0.5,0.0,0.86,0.68,0.92,0.88,0.97,0.94,0.83,0.39,0.94,0.98,0.67,0.0,0.53,0.75
moast.csv,0.96,0.91,0.92,0.4,0.55,0.64,0.57,0.8,0.94,0.89,0.56,0.52,0.43,0.97,0.68,0.44,0.99,0.42,0.42
opde.csv,0.56,0.45,0.54,0.86,0.48,0.5,0.55,0.49,0.45,0.41,0.73,0.42,0.46,0.49,0.35,0.62,0.44,0.46,0.48
openfrag.csv,0.72,0.45,0.49,0.43,0.42,0.56,0.67,0.55,0.5,0.5,0.51,0.4,0.0,0.6,0.41,0.42,0.45,0.74,0.57
passwordsafe.csv,0.62,0.44,0.58,0.44,0.42,0.5,0.74,0.51,0.46,0.49,0.53,0.42,0.86,0.57,0.43,0.39,0.52,0.68,0.55
ppcboot.csv,0.4,0.45,0.39,0.4,0.42,0.46,0.83,0.43,0.45,0.39,0.46,0.34,0.92,0.44,0.31,0.38,0.49,0.47,0.43
quark.csv,0.63,0.79,0.83,0.83,0.99,0.67,0.83,0.92,0.57,0.63,0.92,0.54,0.0,0.63,0.58,0.92,0.96,0.67,0.5
super-tux.csv,0.44,0.65,0.82,0.41,0.57,0.72,0.61,0.56,0.43,0.54,0.45,0.37,0.61,0.48,0.51,0.75,0.5,0.37,0.45
synergyspace.csv,0.97,0.94,0.95,0.68,0.8,0.76,0.66,0.88,0.97,0.96,0.69,0.75,0.95,0.97,0.95,0.75,0.98,0.82,0.5
wikipediardware.csv,0.41,0.48,0.36,0.4,0.42,0.45,0.45,0.45,0.48,0.42,0.41,0.34,0.42,0.42,0.4,0.39,0.42,0.46,0.48
xtreemfs.csv,0.48,0.58,0.81,0.4,0.51,0.56,0.72,0.59,0.45,0.43,0.55,0.44,0.76,0.54,0.37,0.42,0.55,0.53,0.45
