,agilitybook.csv,apolloplayer.csv,opde.csv,ildjit.csv,jfreereport.csv,ifmo-game-1.csv,ppcboot.csv,openfrag.csv,super-tux.csv,auber.csv,synergyspace.csv,quark.csv,keyczar.csv,passwordsafe.csv,xtreemfs.csv,moast.csv,cortex-vfx.csv,growl-for-windows.csv,wikipediardware.csv
agilitybook.csv,0.36,0.21,0.0,0.14,0.18,0.05,0.4,0.57,0.49,0.32,0.35,0.46,0.77,0.35,0.31,0.13,0.32,0.79,0.0
apolloplayer.csv,0.17,0.53,0.44,0.41,0.27,0.1,0.7,0.27,0.5,0.69,0.37,0.32,0.42,0.56,0.73,0.41,0.36,0.13,0.85
auber.csv,0.23,0.36,0.49,0.43,0.23,0.14,0.66,0.62,0.85,0.8,0.34,0.21,0.74,0.55,0.81,0.95,0.34,0.43,0.57
cortex-vfx.csv,0.29,0.45,0.44,0.17,0.32,0.17,0.55,0.51,0.59,0.58,0.11,0.49,0.39,0.56,0.51,0.96,0.43,0.29,0.47
growl-for-windows.csv,0.0,0.44,0.43,0.0,0.0,0.2,0.06,0.61,0.55,0.45,0.2,0.13,0.57,0.41,0.06,0.06,0.15,0.76,0.38
ifmo-game-1.csv,0.05,0.11,0.0,0.0,0.23,0.35,0.31,0.11,0.08,0.08,0.0,0.15,0.0,0.07,0.17,0.08,0.15,0.78,0.0
ildjit.csv,0.05,0.21,0.48,0.63,0.18,0.19,0.37,0.18,0.28,0.41,0.08,0.09,0.23,0.03,0.46,0.31,0.27,0.25,0.3
jfreereport.csv,0.32,0.37,0.41,0.05,0.34,0.12,0.26,0.3,0.53,0.33,0.2,0.34,0.47,0.28,0.41,0.13,0.31,0.28,0.1
keyczar.csv,0.15,0.0,0.3,0.0,0.0,0.0,0.25,0.03,0.13,0.12,0.24,0.0,0.79,0.29,0.22,0.0,0.0,0.44,0.52
moast.csv,0.18,0.24,0.32,0.37,0.19,0.04,0.69,0.54,0.27,0.27,0.36,0.25,0.86,0.27,0.49,0.98,0.22,0.55,0.84
opde.csv,0.31,0.39,0.57,0.12,0.33,0.21,0.64,0.66,0.8,0.69,0.19,0.34,0.72,0.58,0.87,0.48,0.37,0.81,0.58
openfrag.csv,0.24,0.35,0.47,0.22,0.23,0.19,0.56,0.71,0.67,0.7,0.35,0.29,0.0,0.57,0.81,0.91,0.31,0.6,0.46
passwordsafe.csv,0.3,0.46,0.55,0.21,0.26,0.16,0.62,0.66,0.76,0.77,0.43,0.42,0.35,0.69,0.82,0.95,0.37,0.59,0.55
ppcboot.csv,0.24,0.36,0.5,0.37,0.24,0.14,0.64,0.71,0.96,0.71,0.36,0.33,0.33,0.54,0.91,0.94,0.34,0.44,0.85
quark.csv,0.4,0.37,0.19,0.06,0.27,0.2,0.09,0.26,0.43,0.43,0.16,0.62,0.0,0.51,0.7,0.03,0.27,0.15,0.1
super-tux.csv,0.27,0.25,0.49,0.38,0.26,0.09,0.68,0.62,0.95,0.51,0.25,0.29,0.65,0.53,0.58,0.37,0.36,0.54,0.78
synergyspace.csv,0.11,0.15,0.41,0.14,0.14,0.15,0.51,0.34,0.45,0.34,0.52,0.0,0.38,0.26,0.09,0.03,0.17,0.26,0.79
wikipediardware.csv,0.21,0.38,0.51,0.25,0.23,0.13,0.58,0.69,0.78,0.72,0.36,0.33,0.77,0.51,0.72,0.93,0.39,0.5,0.81
xtreemfs.csv,0.28,0.45,0.43,0.38,0.32,0.12,0.64,0.74,0.88,0.69,0.38,0.43,0.4,0.62,0.91,0.96,0.39,0.75,0.8
