,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.51,0.98,1.03,0.58,0.87,0.83,0.61,1.01
apolloplayer.csv,0.83,0.41,0.64,0.67,0.73,0.71,0.75,0.54
k3d.csv,0.87,0.96,1.0,0.82,0.97,0.29,0.78,0.82
redshell.csv,0.84,0.8,1.28,0.81,0.43,0.83,0.79,0.77
rtb-team.csv,0.95,0.63,1.01,0.3,0.85,0.93,0.76,0.43
xreal.csv,0.96,0.94,1.0,0.67,0.79,0.78,1.0,0.01
xstore.csv,0.63,0.53,0.53,1.01,0.92,0.55,0.44,1.05
