,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.03,1.0,0.14,0.39,0.75,0.36,0.32,0.08,0.97
buddata-ebxml-registry.csv,0.03,0.81,0.08,0.33,0.63,0.31,0.15,0.08,1.0
continuum-ide.csv,0.33,0.55,0.0,0.41,0.62,0.54,0.2,0.07,1.0
gtad.csv,0.13,1.0,0.05,0.59,1.0,0.32,0.28,0.13,1.0
htmlunit.csv,0.05,1.0,0.08,0.54,0.89,0.32,0.18,0.1,0.98
jsr308-langtools.csv,0.04,0.89,0.12,0.0,0.93,0.33,0.18,0.08,0.98
kaffeine.csv,0.03,0.98,0.03,0.42,0.6,0.33,0.15,0.07,0.97
stemkit.csv,0.0,0.83,0.15,0.45,0.88,0.8,0.0,0.2,0.92
taokgame.csv,0.05,1.0,0.56,0.46,0.5,0.33,0.14,0.07,0.92
